ngram,frequency
"('belarusian', 'bengali', 'bosnian')",54
"('chinese', 'simplified', 'chinese')",54
"('english', 'esperanto', 'estonian')",54
"('malayalam', 'maltese', 'maori')",54
"('subscription', 'automatically', 'renews')",54
"('uzbek', 'vietnamese', 'welsh')",54
"('armenian', 'azerbaijani', 'basque')",53
"('dutch', 'english', 'esperanto')",53
"('hmong', 'hungarian', 'icelandic')",53
"('yiddish', 'yoruba', 'zulu')",53
"('azerbaijani', 'basque', 'belarusian')",52
"('igbo', 'indonesian', 'irish')",52
"('malay', 'malayalam', 'maltese')",52
"('slovenian', 'somali', 'spanish')",52
"('thai', 'turkish', 'ukrainian')",52
"('bosnian', 'bulgarian', 'catalan')",51
"('bulgarian', 'catalan', 'cebuano')",51
"('hungarian', 'icelandic', 'igbo')",51
"('kannada', 'kazakh', 'khmer')",51
"('malagasy', 'malay', 'malayalam')",51
"('punjabi', 'romanian', 'russian')",51
"('automatically', 'renews', 'unless')",50
"('day', 'free', 'trial')",50
"('icelandic', 'igbo', 'indonesian')",50
"('macedonian', 'malagasy', 'malay')",50
"('maori', 'marathi', 'mongolian')",50
"('polish', 'portuguese', 'punjabi')",50
"('terms', 'use', 'https')",50
"('renewal', 'may', 'turned')",49
"('renews', 'unless', 'auto')",49
"('tamil', 'telugu', 'thai')",49
"('user', 'account', 'settings')",49
"('auto', 'renewal', 'may')",48
"('burmese', 'nepali', 'norwegian')",48
"('esperanto', 'estonian', 'filipino')",48
"('estonian', 'filipino', 'finnish')",48
"('spanish', 'sundanese', 'swahili')",48
"('user', 'purchases', 'subscription')",48
"('managed', 'user', 'auto')",47
"('may', 'turned', 'going')",47
"('user', 'auto', 'renewal')",47
"('subscriptions', 'may', 'managed')",46
"('going', 'user', 'account')",45
"('portuguese', 'punjabi', 'romanian')",45
"('romanian', 'russian', 'serbian')",45
"('turned', 'going', 'user')",45
"('end', 'free', 'trial')",44
"('may', 'managed', 'user')",44
"('somali', 'spanish', 'sundanese')",44
"('turkish', 'ukrainian', 'urdu')",44
"('hours', 'end', 'free')",43
"('marathi', 'mongolian', 'myanmar')",43
"('mongolian', 'myanmar', 'burmese')",43
"('myanmar', 'burmese', 'nepali')",43
"('sinhala', 'slovak', 'slovenian')",43
"('subscription', 'free', 'trial')",43
"('catalan', 'cebuano', 'chichewa')",42
"('period', 'account', 'charged')",42
"('confirmation', 'purchase', 'subscription')",41
"('current', 'period', 'account')",41
"('current', 'period', 'identify')",41
"('current', 'subscription', 'period')",41
"('forfeited', 'user', 'purchases')",41
"('identify', 'cost', 'renewal')",41
"('period', 'identify', 'cost')",41
"('urdu', 'uzbek', 'vietnamese')",41
"('purchase', 'subscription', 'automatically')",40
"('swahili', 'swedish', 'tajik')",40
"('swedish', 'tajik', 'tamil')",40
"('ukrainian', 'urdu', 'uzbek')",39
"('amharic', 'arabic', 'armenian')",38
"('itunes', 'account', 'settings')",38
"('afrikaans', 'albanian', 'amharic')",37
"('albanian', 'amharic', 'arabic')",37
"('corsican', 'croatian', 'czech')",36
"('keyboard', 'translator', 'ios')",36
"('kyrgyz', 'lao', 'latin')",36
"('purchase', 'unused', 'portion')",36
"('purchases', 'subscription', 'publication')",35
"('romanian', 'russian', 'samoan')",35
"('vietnamese', 'welsh', 'xhosa')",35
"('xhosa', 'yiddish', 'yoruba')",35
"('kazakh', 'khmer', 'korean')",34
"('offered', 'forfeited', 'user')",34
"('real', 'time', 'translation')",34
"('cebuano', 'chichewa', 'chinese')",33
"('latvian', 'lithuanian', 'luxembourgish')",33
"('lithuanian', 'luxembourgish', 'macedonian')",33
"('luxembourgish', 'macedonian', 'malagasy')",33
"('settings', 'purchase', 'unused')",33
"('subscription', 'publication', 'applicable')",33
"('tajik', 'tamil', 'telugu')",33
"('welsh', 'xhosa', 'yiddish')",33
"('pashto', 'persian', 'polish')",32
"('creole', 'hausa', 'hawaiian')",31
"('hausa', 'hawaiian', 'hebrew')",31
"('hawaiian', 'hebrew', 'hindi')",31
"('latvian', 'lithuanian', 'macedonian')",31
"('norwegian', 'persian', 'polish')",31
"('shona', 'sindhi', 'sinhala')",31
"('cost', 'renewal', 'subscriptions')",30
"('finnish', 'french', 'frisian')",30
"('privacy', 'policy', 'http')",30
"('subscription', 'period', 'avoid')",30
"('terms', 'service', 'https')",30
"('italian', 'japanese', 'korean')",29
"('automatically', 'renew', 'paid')",28
"('day', 'current', 'subscription')",28
"('finnish', 'french', 'galician')",28
"('indonesian', 'italian', 'japanese')",28
"('last', 'day', 'current')",28
"('must', 'done', 'hours')",28
"('period', 'avoid', 'charged')",28
"('renew', 'paid', 'subscription')",28
"('subscription', 'day', 'free')",28
"('chichewa', 'chinese', 'simplified')",27
"('done', 'hours', 'end')",27
"('french', 'galician', 'georgian')",27
"('period', 'downgraded', 'free')",27
"('subscription', 'period', 'downgraded')",27
"('afrikaans', 'albanian', 'arabic')",26
"('cancellation', 'take', 'effect')",26
"('downgraded', 'free', 'service')",26
"('frisian', 'galician', 'georgian')",26
"('hausa', 'hebrew', 'hindi')",26
"('internet', 'connection', 'required')",26
"('serbian', 'sesotho', 'shona')",26
"('sesotho', 'shona', 'sindhi')",26
"('break', 'language', 'barriers')",25
"('day', 'last', 'day')",25
"('effect', 'day', 'last')",25
"('renewal', 'subscriptions', 'may')",25
"('take', 'effect', 'day')",25
"('creole', 'hausa', 'hebrew')",24
"('privacy', 'policy', 'terms')",24
"('subscription', 'automatically', 'renew')",24
"('trial', 'subscription', 'period')",24
"('cancel', 'free', 'trial')",23
"('french', 'frisian', 'galician')",23
"('languages', 'afrikaans', 'albanian')",23
"('offered', 'forfeited', 'purchase')",23
"('traditional', 'corsican', 'croatian')",23
"('translation', 'real', 'time')",23
"('vietnamese', 'welsh', 'yiddish')",23
"('albanian', 'arabic', 'armenian')",22
"('chinese', 'traditional', 'corsican')",22
"('gaelic', 'serbian', 'sesotho')",22
"('hebrew', 'hindi', 'hungarian')",22
"('https', 'sitesgooglecom', 'view')",22
"('purchase', 'premium', 'subscription')",22
"('sindhi', 'sinhala', 'slovak')",22
"('voice', 'text', 'translator')",22
"('account', 'settings', 'must')",21
"('avoid', 'charged', 'cancellation')",21
"('charged', 'cancellation', 'take')",21
"('finnish', 'french', 'german')",21
"('french', 'german', 'greek')",21
"('korean', 'lao', 'latin')",21
"('lithuanian', 'macedonian', 'malagasy')",21
"('renewal', 'itunes', 'account')",21
"('settings', 'must', 'done')",21
"('terms', 'use', 'http')",21
"('welsh', 'yiddish', 'yoruba')",21
"('forfeited', 'purchase', 'premium')",20
"('language', 'translator', 'app')",20
"('nepali', 'norwegian', 'persian')",20
"('premium', 'subscription', 'free')",20
"('publication', 'applicable', 'privacy')",20
"('tajik', 'tamil', 'tatar')",20
"('chinese', 'traditional', 'croatian')",19
"('korean', 'kurdish', 'kurmanji')",19
"('portuguese', 'romanian', 'russian')",19
"('russian', 'samoan', 'scots')",19
"('samoan', 'scots', 'gaelic')",19
"('scots', 'gaelic', 'serbian')",19
"('tatar', 'telugu', 'thai')",19
"('apple', 'app', 'store')",18
"('applicable', 'privacy', 'policy')",18
"('free', 'trial', 'us')",18
"('khmer', 'korean', 'lao')",18
"('kurdish', 'kurmanji', 'kyrgyz')",18
"('lao', 'keyboard', 'translator')",18
"('learning', 'new', 'language')",18
"('note', 'unused', 'portion')",18
"('paid', 'subscription', 'unless')",18
"('please', 'note', 'unused')",18
"('real', 'time', 'voice')",18
"('russian', 'serbian', 'sesotho')",18
"('serbian', 'sesotho', 'sinhala')",18
"('sesotho', 'sinhala', 'slovak')",18
"('slovak', 'slovenian', 'spanish')",18
"('subscription', 'payment', 'charged')",18
"('tamil', 'tatar', 'telugu')",18
"('traditional', 'croatian', 'czech')",18
"('translate', 'text', 'languages')",18
"('trial', 'subscription', 'automatically')",18
"('catalan', 'cebuano', 'chinese')",17
"('french', 'german', 'italian')",17
"('hungarian', 'icelandic', 'indonesian')",17
"('hungarian', 'indonesian', 'italian')",17
"('khmer', 'korean', 'kurdish')",17
"('kurmanji', 'kyrgyz', 'lao')",17
"('polish', 'portuguese', 'romanian')",17
"('active', 'subscription', 'period')",16
"('auto', 'renewal', 'itunes')",16
"('cancellation', 'current', 'subscription')",16
"('current', 'subscription', 'allowed')",16
"('georgian', 'keyboard', 'translator')",16
"('greek', 'keyboard', 'translator')",16
"('hindi', 'hungarian', 'indonesian')",16
"('learn', 'new', 'language')",16
"('russian', 'serbian', 'slovak')",16
"('subscription', 'unless', 'auto')",16
"('supported', 'afrikaans', 'albanian')",16
"('supported', 'languages', 'afrikaans')",16
"('supported', 'languages', 'dialects')",16
"('text', 'translation', 'translate')",16
"('translation', 'translate', 'text')",16
"('trial', 'subscription', 'anytime')",16
"('anytime', 'turning', 'auto')",15
"('app', 'store', 'matrix')",15
"('auto', 'renewable', 'subscription')",15
"('chinese', 'croatian', 'czech')",15
"('current', 'period', 'cost')",15
"('german', 'greek', 'hebrew')",15
"('greek', 'hebrew', 'hindi')",15
"('kinyarwanda', 'korean', 'kurdish')",15
"('languages', 'supported', 'afrikaans')",15
"('odia', 'oriya', 'pashto')",15
"('period', 'cancel', 'free')",15
"('share', 'translated', 'text')",15
"('subscription', 'allowed', 'active')",15
"('thai', 'turkish', 'turkmen')",15
"('trial', 'period', 'cancel')",15
"('turkish', 'turkmen', 'ukrainian')",15
"('turning', 'auto', 'renewal')",15
"('ukrainian', 'urdu', 'uyghur')",15
"('urdu', 'uyghur', 'uzbek')",15
"('uyghur', 'uzbek', 'vietnamese')",15
"('hindi', 'hungarian', 'icelandic')",14
"('korean', 'kurdish', 'kyrgyz')",14
"('kurdish', 'kyrgyz', 'lao')",14
"('norwegian', 'polish', 'portuguese')",14
"('swahili', 'swedish', 'tagalog')",14
"('swedish', 'thai', 'turkish')",14
"('translate', 'menus', 'signs')",14
"('translate', 'text', 'voice')",14
"('turkmen', 'ukrainian', 'urdu')",14
"('easily', 'translate', 'text')",13
"('estonian', 'finnish', 'french')",13
"('oriya', 'pashto', 'persian')",13
"('parts', 'service', 'translated')",13
"('period', 'unused', 'portion')",13
"('policy', 'terms', 'use')",13
"('purchase', 'cancellation', 'current')",13
"('romanian', 'russian', 'slovak')",13
"('serbian', 'slovak', 'slovenian')",13
"('spanish', 'swahili', 'swedish')",13
"('subscription', 'anytime', 'turning')",13
"('swedish', 'tamil', 'telugu')",13
"('text', 'want', 'translate')",13
"('translate', 'language', 'want')",13
"('trial', 'period', 'automatically')",13
"('without', 'internet', 'connection')",13
"('allowed', 'active', 'subscription')",12
"('camera', 'translation', 'translate')",12
"('current', 'period', 'subscriptions')",12
"('edit', 'usp', 'sharing')",12
"('features', 'text', 'translation')",12
"('following', 'languages', 'supported')",12
"('free', 'service', 'account')",12
"('https', 'docsgooglecom', 'document')",12
"('male', 'female', 'voices')",12
"('month', 'subscription', 'day')",12
"('period', 'automatically', 'renew')",12
"('real', 'time', 'text')",12
"('renewable', 'subscription', 'terms')",12
"('scottish', 'gaelic', 'serbian')",12
"('service', 'account', 'charged')",12
"('translation', 'voice', 'translation')",12
"('auto', 'language', 'detection')",11
"('automatically', 'renew', 'unless')",11
"('catalan', 'chinese', 'simplified')",11
"('chinese', 'corsican', 'croatian')",11
"('contact', 'us', 'support')",11
"('language', 'longer', 'barrier')",11
"('policy', 'https', 'sitesgooglecom')",11
"('real', 'time', 'conversations')",11
"('real', 'time', 'speech')",11
"('russian', 'samoan', 'scottish')",11
"('russian', 'slovak', 'spanish')",11
"('samoan', 'scottish', 'gaelic')",11
"('speech', 'recognition', 'translation')",11
"('speech', 'speech', 'text')",11
"('swahili', 'swedish', 'tamil')",11
"('time', 'text', 'translation')",11
"('translate', 'multiple', 'languages')",11
"('translation', 'text', 'translation')",11
"('turkish', 'ukrainian', 'vietnamese')",11
"('urdu', 'vietnamese', 'welsh')",11
"('use', 'privacy', 'policy')",11
"('voice', 'text', 'translation')",11
"('voice', 'translation', 'speak')",11
"('within', 'hours', 'end')",11
"('best', 'georgian', 'keyboard')",10
"('best', 'greek', 'keyboard')",10
"('best', 'lao', 'keyboard')",10
"('bulgarian', 'catalan', 'chinese')",10
"('cebuano', 'chinese', 'simplified')",10
"('choose', 'subscription', 'options')",10
"('connection', 'required', 'use')",10
"('corresponds', 'price', 'segment')",10
"('different', 'subscription', 'options')",10
"('english', 'australia', 'english')",10
"('facebook', 'https', 'wwwfacebookcom')",10
"('find', 'eye', 'catchy')",10
"('free', 'easy', 'use')",10
"('icelandic', 'indonesian', 'italian')",10
"('keyboard', 'app', 'allow')",10
"('longer', 'barrier', 'communication')",10
"('monthly', 'subscription', 'payment')",10
"('norwegian', 'pashto', 'persian')",10
"('optical', 'character', 'recognition')",10
"('options', 'yearly', 'subscription')",10
"('payments', 'charged', 'itunes')",10
"('period', 'please', 'note')",10
"('period', 'subscriptions', 'may')",10
"('policy', 'terms', 'https')",10
"('portuguese', 'brazil', 'portuguese')",10
"('price', 'corresponds', 'price')",10
"('price', 'segment', 'set')",10
"('purchase', 'account', 'charged')",10
"('segment', 'set', 'apple')",10
"('service', 'privacy', 'policy')",10
"('set', 'apple', 'app')",10
"('settings', 'least', 'hours')",10
"('settings', 'purchase', 'cancellation')",10
"('store', 'matrix', 'currencies')",10
"('subscription', 'cancel', 'subscription')",10
"('subscription', 'payments', 'charged')",10
"('terms', 'use', 'privacy')",10
"('text', 'translation', 'languages')",10
"('translate', 'text', 'images')",10
"('translations', 'following', 'languages')",10
"('trial', 'period', 'forfeited')",10
"('trial', 'period', 'please')",10
"('twitter', 'https', 'twittercom')",10
"('ukrainian', 'urdu', 'vietnamese')",10
"('us', 'month', 'subscription')",10
"('voice', 'voice', 'conversations')",10
"('allow', 'write', 'message')",9
"('alphabets', 'letters', 'words')",9
"('app', 'allow', 'write')",9
"('chinese', 'traditional', 'chinese')",9
"('confirmation', 'purchase', 'account')",9
"('currencies', 'free', 'trial')",9
"('dictate', 'want', 'translate')",9
"('easily', 'change', 'english')",9
"('end', 'current', 'subscription')",9
"('english', 'french', 'german')",9
"('enter', 'phrase', 'want')",9
"('facebook', 'posts', 'blogs')",9
"('free', 'version', 'may')",9
"('international', 'languages', 'like')",9
"('korean', 'latvian', 'lithuanian')",9
"('language', 'find', 'eye')",9
"('languages', 'dialects', 'translation')",9
"('languages', 'internet', 'connection')",9
"('languages', 'well', 'international')",9
"('listen', 'correct', 'pronunciation')",9
"('lithuanian', 'macedonian', 'malay')",9
"('matrix', 'currencies', 'free')",9
"('nepali', 'norwegian', 'nyanja')",9
"('nepali', 'norwegian', 'odia')",9
"('nepali', 'norwegian', 'pashto')",9
"('norwegian', 'odia', 'oriya')",9
"('period', 'forfeited', 'user')",9
"('phrase', 'want', 'translate')",9
"('please', 'contact', 'us')",9
"('posts', 'blogs', 'emails')",9
"('product', 'months', 'continuous')",9
"('recognize', 'translate', 'text')",9
"('slovak', 'spanish', 'swedish')",9
"('subscription', 'year', 'subscription')",9
"('subscriptions', 'managed', 'user')",9
"('switch', 'different', 'dialects')",9
"('terms', 'conditions', 'https')",9
"('text', 'text', 'mode')",9
"('translated', 'google', 'translate')",9
"('translated', 'text', 'friends')",9
"('translation', 'afrikaans', 'albanian')",9
"('trial', 'period', 'subscription')",9
"('unlimited', 'access', 'features')",9
"('want', 'translate', 'receive')",9
"('well', 'international', 'languages')",9
"('whether', 'traveling', 'new')",9
"('ad', 'free', 'experience')",8
"('annually', 'rate', 'selected')",8
"('app', 'read', 'translation')",8
"('cancel', 'subscription', 'free')",8
"('choose', 'different', 'subscription')",8
"('commencement', 'renewal', 'term')",8
"('confirmation', 'purchase', 'upon')",8
"('depending', 'subscription', 'plan')",8
"('dutch', 'english', 'finnish')",8
"('easiest', 'keypad', 'write')",8
"('easy', 'use', 'interface')",8
"('english', 'finnish', 'french')",8
"('english', 'keypad', 'using')",8
"('esperanto', 'estonian', 'finnish')",8
"('finnish', 'french', 'french')",8
"('free', 'trial', 'monthly')",8
"('french', 'french', 'canada')",8
"('gaelic', 'serbian', 'shona')",8
"('get', 'instant', 'translation')",8
"('get', 'translation', 'results')",8
"('haitian', 'creole', 'hebrew')",8
"('high', 'quality', 'translation')",8
"('https', 'wwwapplecom', 'legal')",8
"('https', 'xungapp', 'privacy')",8
"('https', 'xungapp', 'terms')",8
"('indian', 'languages', 'well')",8
"('internet', 'services', 'itunes')",8
"('itunes', 'dev', 'stdeula')",8
"('itunes', 'settings', 'least')",8
"('kazakh', 'khmer', 'kinyarwanda')",8
"('keyboard', 'easiest', 'keypad')",8
"('language', 'learning', 'app')",8
"('legal', 'internet', 'services')",8
"('let', 'app', 'read')",8
"('malay', 'maltese', 'norwegian')",8
"('maltese', 'norwegian', 'persian')",8
"('may', 'subject', 'limitations')",8
"('message', 'story', 'facebook')",8
"('monthly', 'annually', 'rate')",8
"('multi', 'language', 'translation')",8
"('note', 'free', 'version')",8
"('offline', 'translator', 'dictionary')",8
"('paid', 'subscription', 'cancel')",8
"('polish', 'portuguese', 'brazil')",8
"('privacy', 'terms', 'use')",8
"('purchase', 'upon', 'commencement')",8
"('rate', 'selected', 'depending')",8
"('read', 'translation', 'read')",8
"('required', 'use', 'app')",8
"('selected', 'depending', 'subscription')",8
"('serbian', 'shona', 'sindhi')",8
"('services', 'itunes', 'dev')",8
"('spanish', 'french', 'german')",8
"('spanish', 'spain', 'spanish')",8
"('speech', 'recognition', 'technology')",8
"('speech', 'text', 'translation')",8
"('speech', 'text', 'translations')",8
"('story', 'facebook', 'posts')",8
"('subscription', 'options', 'yearly')",8
"('terms', 'https', 'xungapp')",8
"('terms', 'service', 'privacy')",8
"('text', 'friends', 'family')",8
"('text', 'translations', 'languages')",8
"('text', 'using', 'camera')",8
"('time', 'voice', 'translation')",8
"('translate', 'receive', 'results')",8
"('translation', 'camera', 'translation')",8
"('translation', 'read', 'screen')",8
"('translation', 'speak', 'translate')",8
"('translator', 'translate', 'speech')",8
"('trial', 'us', 'month')",8
"('turn', 'auto', 'renewal')",8
"('upon', 'commencement', 'renewal')",8
"('us', 'year', 'subscription')",8
"('use', 'voice', 'translation')",8
"('version', 'may', 'subject')",8
"('voice', 'voice', 'translator')",8
"('week', 'subscription', 'day')",8
"('write', 'message', 'story')",8
"('wwwapplecom', 'legal', 'internet')",8
"('xungapp', 'privacy', 'policy')",8
"('year', 'subscription', 'day')",8
"('allow', 'access', 'following')",7
"('auto', 'renewal', 'subscription')",7
"('automatic', 'subscription', 'renewal')",7
"('billed', 'monthly', 'annually')",7
"('bosnian', 'bulgarian', 'burmese')",7
"('brazil', 'portuguese', 'portugal')",7
"('catalan', 'chinese', 'croatian')",7
"('character', 'recognition', 'technology')",7
"('chinese', 'simplified', 'traditional')",7
"('correction', 'mistyped', 'words')",7
"('cost', 'renewal', 'terms')",7
"('creole', 'hebrew', 'hindi')",7
"('cross', 'language', 'communication')",7
"('dutch', 'netherlands', 'english')",7
"('easily', 'translate', 'menus')",7
"('easy', 'use', 'fast')",7
"('end', 'subscription', 'period')",7
"('english', 'united', 'states')",7
"('enter', 'text', 'want')",7
"('extract', 'text', 'image')",7
"('fast', 'works', 'offline')",7
"('features', 'translate', 'languages')",7
"('filipino', 'tagalog', 'finnish')",7
"('free', 'trial', 'month')",7
"('full', 'text', 'translation')",7
"('german', 'greek', 'haitian')",7
"('get', 'started', 'learning')",7
"('hours', 'end', 'subscription')",7
"('https', 'supportapplecom', 'en')",7
"('image', 'text', 'translation')",7
"('information', 'privacy', 'policy')",7
"('instant', 'camera', 'translation')",7
"('khmer', 'kinyarwanda', 'korean')",7
"('languages', 'edit', 'text')",7
"('languages', 'voice', 'translation')",7
"('macedonian', 'malay', 'maltese')",7
"('meaning', 'popup', 'window')",7
"('microphone', 'speech', 'recognition')",7
"('mistyped', 'words', 'tap')",7
"('mongolian', 'nepali', 'norwegian')",7
"('month', 'subscription', 'year')",7
"('need', 'allow', 'access')",7
"('nepali', 'norwegian', 'bokmål')",7
"('new', 'language', 'thanks')",7
"('new', 'places', 'trying')",7
"('options', 'standard', 'subscription')",7
"('pay', 'premium', 'choose')",7
"('people', 'speak', 'different')",7
"('period', 'payment', 'charged')",7
"('pic', 'text', 'using')",7
"('places', 'trying', 'get')",7
"('policy', 'https', 'xungapp')",7
"('polish', 'portuguese', 'portuguese')",7
"('premium', 'choose', 'subscription')",7
"('receive', 'results', 'text')",7
"('renew', 'unless', 'auto')",7
"('results', 'text', 'format')",7
"('see', 'meaning', 'popup')",7
"('service', 'translated', 'google')",7
"('sharing', 'favorites', 'history')",7
"('sinhala', 'sri', 'lanka')",7
"('sinhalese', 'slovak', 'slovenian')",7
"('slovenian', 'spanish', 'swahili')",7
"('spanish', 'swedish', 'thai')",7
"('standard', 'subscription', 'options')",7
"('started', 'learning', 'new')",7
"('subscription', 'itunes', 'account')",7
"('subscription', 'options', 'standard')",7
"('subscription', 'period', 'unused')",7
"('support', 'real', 'time')",7
"('support', 'visit', 'https')",7
"('swedish', 'tagalog', 'tajik')",7
"('tagalog', 'finnish', 'french')",7
"('tagalog', 'tajik', 'tamil')",7
"('tap', 'word', 'see')",7
"('text', 'real', 'time')",7
"('text', 'translation', 'enter')",7
"('text', 'voice', 'ocr')",7
"('translate', 'bilingual', 'conversations')",7
"('translate', 'pic', 'text')",7
"('translation', 'photo', 'translation')",7
"('translation', 'phrases', 'words')",7
"('translation', 'support', 'languages')",7
"('translator', 'dictionary', 'app')",7
"('translator', 'translate', 'voice')",7
"('transliteration', 'sharing', 'favorites')",7
"('traveling', 'new', 'places')",7
"('trial', 'monthly', 'subscription')",7
"('trying', 'get', 'started')",7
"('use', 'fast', 'works')",7
"('voice', 'translation', 'text')",7
"('voice', 'translator', 'app')",7
"('voice', 'translator', 'translate')",7
"('voice', 'voice', 'translations')",7
"('word', 'correction', 'mistyped')",7
"('word', 'see', 'meaning')",7
"('words', 'tap', 'word')",7
"('access', 'following', 'camera')",6
"('advanced', 'dictionary', 'wordnet')",6
"('agreement', 'http', 'wwwcom')",6
"('air', 'apps', 'one')",6
"('also', 'provide', 'emoji')",6
"('bengali', 'bulgarian', 'catalan')",6
"('bokmål', 'odia', 'oriya')",6
"('bulgarian', 'burmese', 'catalan')",6
"('camboya', 'kinyarwanda', 'korean')",6
"('camera', 'instantly', 'translate')",6
"('cancel', 'automatic', 'renewal')",6
"('cancel', 'subscription', 'itunes')",6
"('catchy', 'user', 'friendly')",6
"('cebuano', 'chichewa', 'malaui')",6
"('characters', 'icons', 'numeric')",6
"('chichewa', 'malaui', 'chinese')",6
"('chinese', 'japanese', 'korean')",6
"('comes', 'day', 'free')",6
"('communication', 'voice', 'translation')",6
"('danish', 'dutch', 'estonian')",6
"('day', 'trial', 'period')",6
"('days', 'free', 'trial')",6
"('detection', 'easy', 'use')",6
"('dictionary', 'wordnet', 'dictionary')",6
"('download', 'language', 'packs')",6
"('dutch', 'estonian', 'finnish')",6
"('email', 'social', 'media')",6
"('en', 'us', 'ht')",6
"('english', 'chinese', 'spanish')",6
"('english', 'dictionary', 'offline')",6
"('english', 'french', 'spanish')",6
"('english', 'india', 'english')",6
"('english', 'translator', 'dictionary')",6
"('english', 'uk', 'english')",6
"('english', 'united', 'kingdom')",6
"('estonian', 'filipino', 'tagalog')",6
"('expressions', 'history', 'favorites')",6
"('eye', 'catchy', 'user')",6
"('fast', 'accurate', 'translation')",6
"('favorites', 'upgrade', 'premium')",6
"('features', 'ad', 'free')",6
"('follow', 'us', 'twitter')",6
"('following', 'languages', 'afrikaans')",6
"('foreigner', 'real', 'time')",6
"('forfeited', 'purchase', 'subscription')",6
"('free', 'language', 'translator')",6
"('french', 'frisian', 'west')",6
"('frisian', 'west', 'galician')",6
"('german', 'italian', 'japanese')",6
"('get', 'high', 'quality')",6
"('google', 'translate', 'microsoft')",6
"('greek', 'haitian', 'creole')",6
"('gurmukhi', 'romanian', 'russian')",6
"('high', 'quality', 'translations')",6
"('history', 'favorites', 'upgrade')",6
"('hours', 'current', 'subscription')",6
"('http', 'wwwcom', 'apphtml')",6
"('https', 'datacomprojectscom', 'api')",6
"('https', 'wwwitranslatecom', 'privacy')",6
"('https', 'wwwiubendacom', 'privacy')",6
"('icelandic', 'indonesian', 'irish')",6
"('icons', 'numeric', 'user')",6
"('includes', 'k', 'words')",6
"('japanese', 'korean', 'norwegian')",6
"('k', 'words', 'sentences')",6
"('kazakh', 'khmer', 'camboya')",6
"('keyboard', 'special', 'characters')",6
"('khmer', 'camboya', 'kinyarwanda')",6
"('language', 'detection', 'easy')",6
"('language', 'speak', 'translate')",6
"('languages', 'enter', 'phrase')",6
"('languages', 'like', 'english')",6
"('lanka', 'slovak', 'slovenian')",6
"('malaui', 'chinese', 'corsican')",6
"('malay', 'malayalam', 'marathi')",6
"('male', 'female', 'voice')",6
"('managed', 'user', 'automatic')",6
"('marathi', 'mongolian', 'nepali')",6
"('memorize', 'new', 'words')",6
"('norwegian', 'bokmål', 'odia')",6
"('norwegian', 'nyanja', 'chichewa')",6
"('numeric', 'user', 'easily')",6
"('offline', 'pronunciation', 'human')",6
"('overcome', 'language', 'barriers')",6
"('people', 'around', 'world')",6
"('photo', 'translator', 'camera')",6
"('phrases', 'related', 'words')",6
"('plan', 'price', 'corresponds')",6
"('please', 'feel', 'free')",6
"('popup', 'window', 'review')",6
"('portuguese', 'punjabi', 'gurmukhi')",6
"('privacy', 'terms', 'service')",6
"('privacyhtml', 'terms', 'use')",6
"('pronunciation', 'human', 'voice')",6
"('provide', 'emoji', 'icons')",6
"('punjabi', 'gurmukhi', 'romanian')",6
"('real', 'time', 'conversation')",6
"('real', 'time', 'translations')",6
"('renewal', 'terms', 'service')",6
"('review', 'words', 'expressions')",6
"('sentences', 'phrases', 'related')",6
