"application_id";"title";"description"
"1599192077";"Whiteboard Ray White Indonesia";"Selamat datang di Whiteboard Ray White Indonesia. Aplikasi ini berisi segala informasi yang dibutuhkan untuk menjalankan bisnis agensi real estate menggunakan sistem bisnis Ray White dalam Bahasa Indonesia. 
Terdapat 10 kategori yang dapat diakses oleh Principal, 7 kategori yang dapat diakses oleh Marketing Executive, dan 3 kategori yang dapat diakses oleh calon pengguna aplikasi One System. Adapun 10 kategori yang tersedia dalam aplikasi ini meliputi: training & events, technology, business solutions, marketing & PR, people, finance & legal, award & recognition, about us dan One System 2.0"
"1460364137";"MeshCanvas - ?????????";"??????????????????????????!
??????????????????????????????????!

????????????????!
???????????OK??????????????????????????????????

?????????????????????????????????????????????????????????

????????
????!?????!????????!

(1)???????
???????? 20×20cm ?1.9cm?
???????????????????????2??
????3????3??6,000?(??)
1?????????1,600?(??)

(2)?????????
20×20cm/20×30cm ?1.9cm?
???????????????????:??????
????3????3??7,700?(??)
1?????????1,700?(??)

(3)??????
20×20cm/20×30cm ?1.9cm?
??????????????
????3????3??6,600?(??)
1?????? ???1,600?(??)

(4)?????????
20×20cm/20×30cm ?1.9cm?
???????????????????:??????
????3????3??8,250?(??)
1?????? ???1,750?(??)

(5)???????
21×21cm (?????: 19.4x19.4 cm) ?1.9cm?
???????????????????2?
????3????3??7,700?(??)
1?????????1,700?(??)

????????

(1)???????
???????????????????????!
7.6x10.1cm ?2.5cm? 3,650?(??)
10.1x10.1cm ?2.5cm? 4,800?(??)
10.1x15.2cm ?2.5cm? 5,650?(??)
15.2x15.2cm ?2.5cm? 7,500?(??)
3???????????????????

(2)LED?????????
6,500?(??)
2????4,500(??)????
???:USB??????????? 5V

???????? Curaçao, Vodka, Eclipse, Jazz, Vintage, Paris, Trance, Dawn, Riesling, Jerez, 1920, Galaxy, Carbon, Lunar, Sorbet, Metro, Oil, and Palette?17???????????????????????????????????????????????

????????
???:????
???:???????????
???:?????!?????!
????:??????????
????:??????????
????:???????

???????????
20???????????10??????????????

???????????
????????????????????
(1)??????????
(2)???? (???)
(3)?????? (???)

????????????
(1)???
(2)???
?????????:??   
?????:????????????????
???????:216?
(3)??????

?????????
(1 )????????
??????????????????????????????
????????????????????????
(2)????
?????14???????????????
(3)??????
?????14???????????????"
"1491872008";"CANVAS./MOMO.";"CANVAS./MOMO. (?????/??)?????????

????
?	??????24????????????
???????????????????????????????????????????
?	????
??????????????????????????????????????????????????????
?	???????
???????????????????????????????
??????????????????????????????????????????????
"
"1501583810";"Scratch Paper: Infinite Canvas";"Scratch Paper is always ready for you, just like real paper. Open the app and start drawing right away. But it's better than paper because it's infinite. You can zoom and draw without limits. There is no file picker and no complicated options. Each drawing lasts as long as your window. "
"1458340468";"Second Canvas Exhibitions 2.0";"Project your Second Canvas contents  If you are a Second Canvas user, with Second Canvas Exhibitions you have the perfect tool to present your Second Canvas content on a TV screen or large format projection.  You just have to download this app on the device you are going to use connected to your TV or projector, enter the code of your project (you can find it on the CMS of the Second Canvas platform), and configure the artwork or artworks you want to show there.  The result is an attractive experience to present, in the room, works of art on screens and medium and large format projections, and allow your audience to interact with them. Second Canvas Exhibitions is the perfect solution to create digital replacements of works on loan or under restoration, to exhibit in your museum works of art, in digital format, of other museums, or to create and tour digital exhibitions in a simple way."
"989736313";"Whiteboard for iOS";"Looking for a simpler, faster and smoother white board app for iOS7/iOS8? If so, this is the perfect app for you!

Features
- Developed for iPhone/iPad with iOS7 and above.
- Can alternate between portrait and landscape mode.
- Can display full-screen drawings by hiding icons.
- Markers available in eight colors, in three different widths (thin, standard and bold).
- Drawings can be saved onto your Camera Roll."
"1439998379";"UExploreCanvas";"???????????????????????????????!
Twitter?????????????????????????????!


<????>
Twitter???????????????????????????!?????????Help?????????????????????????????????????????


<?????>
?????????????
???????????????!?????????????????????????????????????????????????????????????????????????????

?????????
?????????7?????????!????????????????????????????????????????????????????????????????????

??????UEC??????
???????????????????????!????HP?0?????????????????????????????????????????????????????????????



<??>

???|For You
URL|http://4you.bz/

???|????
URL|https://kopacurve.blog.fc2.com/

??:???
   Music is VFR


<??????iPad???????????>"
"311715910";"Basketball WhiteBoard";"Now updated for iOS 7 and 64-bit support!

Basketball WhiteBoard is an application which allows you to display player and ball positioning as you would on a portable dry-erase basketball coach's white board.   It is a universal application that works on the iPad, iPhone or iPod touch. 

Simply drag the players and ball around with your fingertips as you explain to a player how to position themselves on the court!  You can utilize pinch/zoom/scroll/rotate gestures and controls to focus on any area of the court you'd like (or leave it at a full-court display).  Teams can be represented by a wide variety of colors and you can have any number of players on each team on the ice at any time. The letter designation on each player can be left at the default ""position"" letters OR you can put a custom letter/number combination (as many as three characters on the iPad, two on other iOS devices) to represent a player's initials or their number.  You also have the option of displaying a label (such as the  player's name) underneath the circle.   Player positions, labels and designations can be saved for future recall.   You can also save team data separately for use with multiple white boards.   Originally released for the iPhone in the summer of 2009, it is one of the original applications of its kind!  It's been totally re-written to take advantage of the latest and greatest features in iOS and to implement some of the great suggestions/feature requests received from users over the years!  
Visit http://www.sandcrater.com for more information and to access the Basketball WhiteBoard user manual, support pages and responses to user feedback.

Need to draw lines on the white board? Activate one of the three drawing pens to draw different colored lines on the white board.   By default the pens are red, green and blue but you have the option of changing the color of any given pen.  To erase lines, simply use the erase control in the icon palette.   iPhone and iPod touch users can also give the device a good shake to clear the lines. 

Want to show where a player came from when moved? Turn on the ""trailing lines"" feature and a narrow line will be drawn along the path that each player is moved. This illustrates where the player ""came from"" before that player reached their current position. 

Configuring Basketball WhiteBoard is as easy as double tapping anywhere on the court (for iPhone and iPod touch users) or simply using the on screen controls to the side of the court (for iPad users). The controls area is where you set the number of players on the court, team colors, the trailing lines function and is where you go to save the current whiteboard and load previously saved ones. 

Basketball WhiteBoard supports some of the latest features in iOS such as iCloud!   Team data and white board data can optionally be saved to iCloud allowing you to access them from any of your iOS devices.   The same data can be easily edited from both an iPad and an iPhone/iPod touch with ease and without loss of precision.   Other more recent iOS features such as support for retina displays, printing to AirPrint printers and utilizing screen mirroring through AirPlay are supported.

Basketball WhiteBoard allows you to use your iPhone, iPod touch or iPad as a tool to help teach players of any age. Younger players are drawn in to the high-tech solution and will not be as easily distracted when compared to using a traditional white/clip board. Not on the court? Use Basketball WhiteBoard to set up a scenario and then ask your players to move the dots to the right position! It can be used as a teaching tool both on and off the bench."
"1347742485";"BardCanvas";"BardCanvas is an Open Source Content Management System for blogs and websites. This app allows you to access any mobile-enabled website using BardCanvas on your iOS device and take advantage of all native features, including:

- Images and videos re-compression to save bandwidth.
- Vastly improved download times: only contents are fetched.
- Change the color theme of all the websites you visit.

BardCanvas includes a list of featured sites that provide user generated contents with different flavors so you can immediately start to get interesting articles and media after installation.

Are you the owner of a BardCanvas Engine powered blog? You can browse it using this app by making it ready for mobile. You'll then be able to post articles, upload media, reply to comments and even moderate other users input."
"594766738";"IPEVO Whiteboard";"IPEVO Whiteboard provides a digital canvas for idea sharing and distance learning.

Annotate and sketch on a whiteboard or over a live video feed
Add images and customize them in real time
Try out the new File Management Library and get back to your saved whiteboards with one tap of a finger
Draw with a stylus pen and feel as if you’re writing on paper
Record everything you’ve sketched and created along with your voice

To learn more about the features of IPEVO Whiteboard, please visit
https://www.ipevo.com/software/whiteboard

# Free Version
• Default background (white)
• Up to 3 whiteboard slides
• 3 types of pen strokes
• Whiteboard Manager
• Import images

# Pro Version
All Free features, plus:
• 20 background templates
• Up to 10 whiteboard slides per project
• Infinite whiteboard size
• Disappearing ink
• Laser pointer
• Picture-in-Picture
• Import of browser windows and maps
• Export and sharing of saved Whiteboard projects
• Screen sharing to IPEVO Visualizer & IPEVO VirtualCam Controller"
"1057092861";"Whiteboard - Be a Hero";"Be an office hero with Whiteboard. Easily capture whiteboards into the cloud and share them with your team and clients. Never lose your whiteboard again."
"513118727";"iPhotoCanvas";"iPhotoCanvas is an application where you can create incredible canvas art. Upload your photo direct from your  Instagram, Facebook, Cloud, Dropbox and Iphone camera roll! Our digital artists transform your photos to art on our own fine art archival canvas - you can print your photos in a variety of sizes from 6""x8"" to 30""x40""- we support the new iphones and ipads for panoramic prints! Choose your image gallery wrapped, framed, or rolled in a tube.  We offer 10 different gallery wall configurations, canvas splits, story canvases (multiple photos on one canvas) and single panel canvases. Turn your photos of captured memories and incredible snapshots in to canvas art that will hang in your home as priceless art works bringing you a life time of enjoyment."
"1521927439";"Canvas Christian Church";"This app will help you stay connected with the day-to-day life of our church. With this app you can:
- Watch or listen to past messages
- Stay up to date with push notifications
- Share your favorite messages via Twitter, Facebook, or email
- Download messages for offline listening"
"1463590447";"Canvas by Solaris";"This alternative banking facility allows users to manage their money at their fingertips as well as save money on purchases via cashback.
"
"1442810222";"Canvas Salon and Skin Bar";"The Canvas Salon and Skin Bar app makes booking your appointments and managing your loyalty points even easier. You're just a few taps away from feeling good and looking great!

With our App, you can:
* Book your next appointment 24/7
* Meet our team and choose your favourite
* Keep a record of your appointments
* Keep track of your Treatcard loyalty points
* Get exclusive special offers, straight to your phone

And More"
"895726976";"Macgic Canvas";"Macgic Canvas is a simply fantastic painting app available for the iPad.You can get an amazing line-styled paint just by moving your finger in circles."
"1462179740";"Mental Canvas Draw";"Pick up where pen and paper leave off with Mental Canvas Draw.  Creatives are using Mental Canvas Draw every day to explore ideas, communicate concepts, design products and tell stories.  

Free promotional version of Mental Canvas Draw

Optimized for Apple Pencil and the Apple iPad Pro.

Mental Canvas Draw supports iPad Pro (all except 1st gen), iPad (7th gen or later), iPad Air (3rd gen or later), iPad Mini (5th gen). Please note older iPads aren’t supported.

FEATURES:

Infinite space for your creative freedom: 
• Draw on infinite canvases arranged in space 
• Freely navigate the spatial drawing to view perspectives you never could on paper 
• Unlimited canvases, layers and bookmark views

Draw with the ease of pen and paper:
• Get started with templates or create scenes from scratch 
• Choose from several brushes with adjustable sizes and a fill tool
• Select color swatches or custom colors 
• Use layers to organize the drawings, group strokes and adjust opacity

Easy editing & image import: 
• Import jpegs and pngs to seamlessly collage images and drawings together or create entirely image-based scenes
• Full editing capabilities: select, duplicate, edit and transform drawings and images 

Quickly create animated flythroughs:
• Save bookmark views throughout the spatial drawing to create a flythrough 
• Customize the flythrough animation by adjusting the timing, transitions and visibility of canvases 

Transform and develop spatial drawings with projection:  
• Seamlessly place new canvases in the scene 
• Reinterpret existing strokes using the novel projection tools


Share your creations: 
• Export video of animated flythrough with choice of aspect ratio and resolution 
• Save high resolution images of bookmarks


Questions: https://www.mentalcanvas.com/faq/
Privacy Policy & Terms of Service:  https://www.mentalcanvas.com/company/legal/

Follow us on instagram and twitter: @mental_canvas 
Share your work and tag us along with the hashtag #madewithmentalcanvas
"
"1453680438";"Tablet Canvassing";"Idox Elections' Tablet Canvassing app allows local authority staff to manage their house visits by allowing canvassers to collect data without paper forms.

The app is highly intuitive to use and requires minimal training. Download it to: 
• View all the properties that you’ve been assigned to canvass on a map 
• Capture ITR information in a secure GDPR compliant manner, and efficiently at the door-step 
• Capture photographic documentary evidence on the door-step 
• Work online and offline, even with a map 

This app is compatible with both the Idox Elections back-office EMS systems: Eros and Elreg."
"1476461171";"Moving Canvas";"DESIGNED BY ARTISTS
 
Park West Gallery is working in collaboration with major artists like Tim Yanke to design enhanced augmented reality experiences that you can access using the Moving Canvas app. Just open the app, point the viewer at an official Moving Canvas artwork, and the art will spring to life—moving, changing, and (in some cases) flying off the canvas!
 
“We are constantly looking to innovate,” says Park West Founder and CEO Albert Scaglione. “The ‘Moving Canvas’ platform gives artists an exciting new tool to enrich their artwork in ways previous generations never could’ve imagined.”
 
Founded in 1969, Park West Gallery is the world’s largest art dealer. To learn more about Park West or the Moving Canvas app, visit parkwestgallery.com."
"621777816";"Whiteboard-simple Notepad-";"Simple notepad sideways!
? Write to choose a color.
? you can change the size of the slider.
? you will be able to save the image.

? (later iOS6) · · · If I can not save image
/ Privacy ""Settings""
/ Please turn on the ""Notes"" horizontal / photo."
"1538110096";"Digital Canvas by Active Image";"Digital Canvas by Active Image allows you to display fine digital art on your personal devices.

To begin displaying art on your iPad, iPhone, or Apple TV, download the app and link it to your Active Image account – you can easily create an account at activeimage.io/signup.

Active Image is a platform for discovering and collecting fine digital art. Through accessible technology, trusted value, and worldwide partnerships, we are creating new ways to experience the unique power of art. Find out more at activeimage.io


---
Connect with Us
Phone: +49 176 44264592
E-Mail: contact@activeimage.io

Term of use: https://app.activeimage.io/terms-of-use
Privacy Policy: https://app.activeimage.io/privacy-policy
"
"1589756378";"Canvas Jump";"Jump through level and make canvas bigger!

Press-and-hold easy-to-learn controls with addictive gameplay mechanic!"
"1327954704";"Simple Whiteboard by Qrayon";"A simple whiteboard,
fast and easy.
No fuss, no muss,
draw, write, and share.

Enjoy! :)

-- The app makers @ Qrayon

Tip: Mirror your iPad or iPhone via AirPlay to project to the whole room."
"1251305722";"Canvas Prints by MeshCanvas®";"MeshBlock is an ultralight unibody block made with ABS plastic. HD photo paper with anti-reflective coating that is mounted on each block. MeshBlock is $46 for 3 and each extra block is $9.

MeshPanel is an exclusive product made with high-quality photo paper and mirror wrapped over all the edges on art gallery panels.
Shipping is always free.

Canvas prints that stick to walls. MeshCanvas® turns your photos into self-adhesive wall canvas art. Installation is effortless and fast. MeshCanvas holds well and will not damage your wall. Removal and adjustment are incredibly simple, with just a slight twist. It is the easiest way to garnish your walls without screws or nails.  

MeshCanvas® is a mirror wrapped over the edges of a lightweight & heavy duty photo panel. Stretched, wrapped and handcrafted by professionals. Our canvas prints are water repellent with vibrant colors printed on a textured surface, laminated to resist moisture and fading.

MeshCanvas® comes in two shapes: square (8"" x 8"" x 0.75"") and rectangle (8"" x 12"" x 0.75"")

MeshTile is a photo tile printed on archival quality photo paper and mounted on a lightweight rigid photo tile. MeshTile turns your photos into contemporary photo tiles that provide a modern and clean look. 

MeshTile comes in two shapes: square (8"" x 8"" x 0.75"") and rectangle (8"" x 12"" x 0.75"")

Our customers love us! Check out some of our reviews. 

""We ordered 19 tiles to make a Christmas product for every guest coming to our Christmas Eve dinner. Oh my gosh, I had such trouble loading and adding, Olivia was AMAZING! She was patient, kind and helped me finish everything up. I blinked and they were at my door. I thought, oh no, I bet the quality will be way lower since they arrived so fast....boy was I wrong. The quality is AMAZING. Each and every picture, even the ones I didn’t like the resolution on before they were transferred and enlarged came out beautifully A+++++"" - Pegisu2u

""I was truly impressed by their product and even more satisfied with their customer service. The app is easy to use. Order received within 5 days. It was nicely packaged. When I opened and looked at my MeshCanvases, my heartfelt warm. It turns my captured memories into art pieces."" - Rain Drop Point

""When I received it, I love it. After putting on the walls, I love it more."" -Jonathan 


MeshCanvas® has over 20 years of experience in photo printing and almost 10 years of experience with apps. We’re sure you will love your new MeshCanvas products.

You can reach us via service@printage.cc or https://www.facebook.com/PrintageUS/

MeshCanvas® is a patent-pending product."
"1614679242";"Birthday Canvas";"Everyone has special day in their life. This special day is birthday. On this day every person starts their life. So we are like to make this day to very special for our close person. This day is become more amazing using many mechanisms like makes cakes, photo frame etc.

Birthday Canvas App serves many photo frames for birthday. On this game you can do any kind of photo frame. Here you can set frame as per your choice.

This app provides you gallery option where you can choose photo then set this photo in to frame. After editing you can save this photo. This app also provides you download option. Here you are also found camera option so you can click photo at time and set this photo in to frame."
"1183244432";"Magic Draw: Sketch Canvas";"The BEST draw/doodle/sketch/painting App for kids.

MagicDraw is a simple and easy to use and fun iOS drawing and sketch app for kids and their parents.

Key Features:

1) Settings for stroke and fill
    - Choose brush thickness, opacity, and RGB color setting
    - Choose fill RGB color and opacity
2) Draw with simple geometry shapes
    - Free hand smooth drawing
    - Draw with different fill color and stroke color for the basic geometry shapes to create fun drawings
    - Pick a geometry shape, drag & draw. Simple.
3) 50 Free Stickers to use
    - Pick any sticker and touch the screen to add sticker
    - You can move the sticker anywhere in the screen
    - Use gesture to zoom and rotate the sticker to different size
4) Import pictures and take photos with camera
    - Import pictures from your photo library to draw and edit
    - Take photos with camera
    - Draw on the pictures and add shapes and stickers
5) Support image filters to edit drawing
    - 8 pre-loaded image filters to use
6) Undo and Redo features
    - Currently, support upto 5 times undo/redo
7) Eraser function to remove sketch
    - You can change the size of the eraser in the setting view with different brush thickness.
8) Delete and reset the drawing
9) Save the drawing/images to photo library
10) Share the drawing/images with Facebook, Twitter and Sina Weibo social network.
11) Send the drawing/images by email and message"
"1485004134";"Heyhi - Interactive whiteboard";"HeyHi is an app with video, screensharing and interactive whiteboard. Best app built specifically for collaborative work and learning. Get invited to join a video session in a click. 

Get connected, learn and collaborate wherever you are. Be it small group classroom collaboration or big group lecture, learning and collaboration continue over face-to-face video, screensharing, whiteboard and instant messaging. 

You could be a teacher providing homework help. You could be a designer collaborating on a piece of design. You could be a coach teaching a master class to audience all around the world. You could be a teacher getting professional development from another teacher in the next city. You could be a student in Thailand engaged with a teacher in Singapore. Wherever you are, learning and collaboration never stops. 

Key Features
- Works on web and mobile
- Screenshare from desktop
- Fully interactive whiteboard with unlimited writing space and multiple screens
- Instant messaging within whiteboard environment
- Easy scheduling of meetings
- Easy 1 click to get into session
- User-owned library of content and materials for ease of use


Have a question, contact us at hello@imath.sg"
