ngram,frequency
"('basis', 'auto', 'renewing')",12
"('cancellations', 'incurred', 'disabling')",12
"('confirmed', 'purchase', 'app')",12
"('current', 'cycle', 'account')",12
"('cycle', 'account', 'charged')",12
"('cycle', 'payments', 'paid')",12
"('deactivated', 'least', 'hours')",12
"('disabling', 'auto', 'renewal')",12
"('end', 'cycle', 'payments')",12
"('features', 'content', 'subscribe')",12
"('incurred', 'disabling', 'auto')",12
"('initial', 'payment', 'subscription')",12
"('inside', 'app', 'pricing')",12
"('itunes', 'account', 'settings')",12
"('least', 'hours', 'prior')",12
"('live', 'tv', 'streaming')",12
"('managed', 'account', 'settings')",12
"('may', 'managed', 'account')",12
"('note', 'app', 'features')",12
"('payment', 'subscription', 'payments')",12
"('payments', 'automatically', 'renew')",12
"('period', 'account', 'charged')",12
"('pricing', 'vary', 'region')",12
"('privacy', 'choices', 'https')",12
"('purchase', 'app', 'app')",12
"('region', 'confirmed', 'purchase')",12
"('renew', 'end', 'cycle')",12
"('renew', 'turned', 'least')",12
"('renew', 'unless', 'deactivated')",12
"('renewing', 'subscription', 'right')",12
"('right', 'inside', 'app')",12
"('settings', 'initial', 'payment')",12
"('shows', 'anytime', 'anywhere')",12
"('signing', 'tv', 'provider')",12
"('subscription', 'payments', 'automatically')",12
"('subscription', 'right', 'inside')",12
"('tos', 'privacy', 'policy')",12
"('unless', 'deactivated', 'least')",12
"('vary', 'region', 'confirmed')",12
"('continue', 'watching', 'episodes')",11
"('current', 'cycle', 'unused')",11
"('cycle', 'unused', 'portion')",11
"('digital', 'measurement', 'products')",11
"('fi', 'connection', 'recommended')",11
"('forfeited', 'upon', 'payment')",11
"('itunes', 'account', 'confirmation')",11
"('itunes', 'account', 'may')",11
"('learn', 'digital', 'measurement')",11
"('market', 'research', 'nielsen')",11
"('measurement', 'products', 'choices')",11
"('need', 'help', 'visit')",11
"('paid', 'itunes', 'account')",11
"('payment', 'cancellations', 'incurred')",11
"('payments', 'paid', 'itunes')",11
"('privacy', 'policy', 'cappi')",11
"('products', 'choices', 'regard')",11
"('research', 'nielsen', 'tv')",11
"('tv', 'streaming', 'service')",11
"('upon', 'payment', 'cancellations')",11
"('watch', 'live', 'tv')",11
"('wi', 'fi', 'connection')",11
"('advertisements', 'opt', 'behavioral')",10
"('advertising', 'companies', 'partners')",10
"('appchoices', 'tool', 'available')",10
"('auto', 'renewal', 'terms')",10
"('available', 'http', 'wwwaboutadsinfo')",10
"('available', 'us', 'wi')",10
"('behavioral', 'tracking', 'mobile')",10
"('california', 'privacy', 'notice')",10
"('choices', 'regard', 'please')",10
"('companies', 'partners', 'help')",10
"('connection', 'recommended', 'ios')",10
"('daa', 'appchoices', 'tool')",10
"('day', 'free', 'trial')",10
"('deliver', 'tailored', 'advertisements')",10
"('devices', 'may', 'use')",10
"('discover', 'new', 'ones')",10
"('favorite', 'shows', 'networks')",10
"('find', 'favorite', 'shows')",10
"('free', 'trial', 'forfeited')",10
"('get', 'unlimited', 'access')",10
"('help', 'us', 'deliver')",10
"('http', 'wwwaboutadsinfo', 'appchoices')",10
"('live', 'anytime', 'anywhere')",10
"('may', 'use', 'daa')",10
"('may', 'work', 'third')",10
"('mobile', 'devices', 'may')",10
"('new', 'episodes', 'available')",10
"('opt', 'behavioral', 'tracking')",10
"('partners', 'help', 'us')",10
"('party', 'advertising', 'companies')",10
"('provider', 'cable', 'satellite')",10
"('ratings', 'learn', 'digital')",10
"('recommended', 'ios', 'higher')",10
"('regard', 'please', 'visit')",10
"('renewal', 'terms', 'service')",10
"('requirements', 'available', 'us')",10
"('seasons', 'favorite', 'shows')",10
"('subscription', 'automatically', 'renews')",10
"('tailored', 'advertisements', 'opt')",10
"('terms', 'use', 'http')",10
"('third', 'party', 'advertising')",10
"('tool', 'available', 'http')",10
"('tracking', 'mobile', 'devices')",10
"('trial', 'forfeited', 'upon')",10
"('tv', 'provider', 'cable')",10
"('tv', 'ratings', 'learn')",10
"('us', 'deliver', 'tailored')",10
"('us', 'wi', 'fi')",10
"('use', 'daa', 'appchoices')",10
"('watch', 'later', 'list')",10
"('work', 'third', 'party')",10
"('access', 'additional', 'networks')",9
"('access', 'everything', 'discovery')",9
"('access', 'thousands', 'episodes')",9
"('account', 'settings', 'purchase')",9
"('across', 'devices', 'save')",9
"('additional', 'networks', 'including')",9
"('agreement', 'https', 'corporatediscoverycom')",9
"('agreement', 'privacy', 'notice')",9
"('anytime', 'anywhere', 'favorite')",9
"('anytime', 'anywhere', 'new')",9
"('anywhere', 'favorite', 'devices')",9
"('app', 'day', 'time')",9
"('app', 'free', 'pay')",9
"('app', 'get', 'access')",9
"('app', 'limited', 'united')",9
"('app', 'supports', 'tv')",9
"('appchoices', 'app', 'features')",9
"('available', 'day', 'premiere')",9
"('browse', 'genre', 'natural')",9
"('cable', 'satellite', 'telco')",9
"('california', 'sell', 'personal')",9
"('california_dns', 'may', 'work')",9
"('cappi', 'california', 'sell')",9
"('captioning', 'support', 'requirements')",9
"('chromecast', 'closed', 'captioning')",9
"('classic', 'favorites', 'see')",9
"('closed', 'captioning', 'support')",9
"('compatible', 'tvos', 'chromecast')",9
"('corporatediscoverycom', 'california_dns', 'may')",9
"('corporatediscoverycom', 'visitor', 'agreement')",9
"('current', 'hits', 'classic')",9
"('current', 'period', 'account')",9
"('day', 'premiere', 'tv')",9
"('day', 'time', 'premiere')",9
"('demand', 'current', 'hits')",9
"('devices', 'find', 'shows')",9
"('devices', 'save', 'shows')",9
"('devices', 'visit', 'nielsen')",9
"('discovery', 'family', 'networks')",9
"('entire', 'seasons', 'favorite')",9
"('episodes', 'available', 'day')",9
"('episodes', 'demand', 'current')",9
"('episodes', 'entire', 'seasons')",9
"('episodes', 'left', 'across')",9
"('episodes', 'shows', 'app')",9
"('episodes', 'watch', 'later')",9
"('everything', 'discovery', 'family')",9
"('family', 'networks', 'offer')",9
"('favorite', 'devices', 'find')",9
"('favorite', 'shows', 'discover')",9
"('favorites', 'see', 'new')",9
"('features', 'stream', 'live')",9
"('find', 'shows', 'watch')",9
"('food', 'home', 'find')",9
"('genre', 'natural', 'history')",9
"('get', 'access', 'additional')",9
"('gohelpdiscoverycom', 'visitor', 'agreement')",9
"('guide', 'access', 'thousands')",9
"('help', 'visit', 'gohelpdiscoverycom')",9
"('higher', 'need', 'help')",9
"('history', 'science', 'tech')",9
"('hits', 'classic', 'favorites')",9
"('home', 'find', 'favorite')",9
"('https', 'corporatediscoverycom', 'california_dns')",9
"('https', 'corporatediscoverycom', 'visitor')",9
"('https', 'sitesnielsencom', 'legal')",9
"('info', 'https', 'corporatediscoverycom')",9
"('ios', 'higher', 'need')",9
"('later', 'list', 'compatible')",9
"('left', 'across', 'devices')",9
"('legal', 'privacy', 'statement')",9
"('limited', 'united', 'states')",9
"('list', 'compatible', 'tvos')",9
"('live', 'schedule', 'guide')",9
"('many', 'get', 'unlimited')",9
"('many', 'plus', 'top')",9
"('measurement', 'mobile', 'devices')",9
"('mobile', 'devices', 'visit')",9
"('mobile', 'opt', 'page')",9
"('monthly', 'yearly', 'basis')",9
"('natural', 'history', 'science')",9
"('networks', 'browse', 'genre')",9
"('networks', 'live', 'anytime')",9
"('networks', 'offer', 'free')",9
"('new', 'episodes', 'shows')",9
"('new', 'ones', 'continue')",9
"('nielsen', 'measurement', 'mobile')",9
"('nielsen', 'mobile', 'opt')",9
"('offer', 'free', 'pay')",9
"('one', 'app', 'free')",9
"('ones', 'continue', 'watching')",9
"('opt', 'nielsen', 'measurement')",9
"('opt', 'page', 'https')",9
"('page', 'https', 'sitesnielsencom')",9
"('payment', 'charged', 'itunes')",9
"('personal', 'info', 'https')",9
"('please', 'note', 'use')",9
"('plus', 'top', 'shows')",9
"('policy', 'cappi', 'california')",9
"('policy', 'https', 'privacyparamountcom')",9
"('premiere', 'tv', 'binge')",9
"('privacy', 'statement', 'nielsen_app_output')",9
"('provider', 'watch', 'select')",9
"('ratings', 'opt', 'nielsen')",9
"('ratings', 'please', 'see')",9
"('receive', 'three', 'credits')",9
"('satellite', 'telco', 'live')",9
"('save', 'shows', 'episodes')",9
"('schedule', 'guide', 'access')",9
"('science', 'tech', 'food')",9
"('see', 'new', 'episodes')",9
"('select', 'episodes', 'entire')",9
"('sell', 'personal', 'info')",9
"('series', 'specials', 'including')",9
"('shows', 'app', 'day')",9
"('shows', 'discover', 'new')",9
"('shows', 'episodes', 'watch')",9
"('shows', 'networks', 'browse')",9
"('shows', 'networks', 'including')",9
"('sitesnielsencom', 'legal', 'privacy')",9
"('streaming', 'service', 'access')",9
"('subscription', 'features', 'stream')",9
"('subscription', 'link', 'pay')",9
"('support', 'requirements', 'available')",9
"('supports', 'tv', 'providers')",9
"('tech', 'food', 'home')",9
"('telco', 'live', 'tv')",9
"('thousands', 'episodes', 'demand')",9
"('time', 'premiere', 'tv')",9
"('top', 'shows', 'networks')",9
"('tv', 'binge', 'favorite')",9
"('tv', 'providers', 'including')",9
"('tv', 'ratings', 'opt')",9
"('tv', 'subscription', 'features')",9
"('tv', 'subscription', 'link')",9
"('tvos', 'chromecast', 'closed')",9
"('unlimited', 'access', 'everything')",9
"('visit', 'gohelpdiscoverycom', 'visitor')",9
"('visit', 'nielsen', 'mobile')",9
"('visitor', 'agreement', 'https')",9
"('visitor', 'agreement', 'privacy')",9
"('watch', 'live', 'schedule')",9
"('watch', 'select', 'episodes')",9
"('watching', 'episodes', 'left')",9
"('wwwaboutadsinfo', 'appchoices', 'app')",9
"('yearly', 'basis', 'auto')",9
"('adventures', 'travel', 'channel')",8
"('favorite', 'movies', 'tv')",8
"('free', 'trial', 'period')",8
"('ghost', 'adventures', 'travel')",8
"('go', 'app', 'get')",8
"('https', 'privacyparamountcom', 'policy')",8
"('https', 'privacythewaltdisneycompanycom', 'en')",8
"('licensed', 'cc', 'nc')",8
"('sell', 'personal', 'information')",8
"('terms', 'privacy', 'policy')",8
"('terms', 'use', 'privacy')",8
"('tv', 'shows', 'watch')",8
"('united', 'states', 'territories')",8
"('accessible', 'via', 'g')",7
"('app', 'watch', 'full')",7
"('auto', 'renewal', 'may')",7
"('ca', 'notice', 'https')",7
"('charges', 'may', 'apply')",7
"('creativecommonsorg', 'licenses', 'nc')",7
"('data', 'charges', 'may')",7
"('endorsed', 'certified', 'tmdb')",7
"('episodes', 'favorite', 'shows')",7
"('evil', 'lives', 'id')",7
"('fi', 'networks', 'data')",7
"('free', 'movies', 'tv')",7
"('g', 'g', 'lte')",7
"('g', 'lte', 'wi')",7
"('live', 'stream', 'favorite')",7
"('live', 'tv', 'channels')",7
"('lte', 'wi', 'fi')",7
"('movie', 'tv', 'show')",7
"('movies', 'tv', 'series')",7
"('networks', 'data', 'charges')",7
"('privacy', 'policy', 'http')",7
"('privacy', 'policy', 'terms')",7
"('shows', 'one', 'place')",7
"('states', 'territories', 'video')",7
"('territories', 'video', 'accessible')",7
"('turn', 'auto', 'renewal')",7
"('use', 'privacy', 'policy')",7
"('via', 'g', 'g')",7
"('video', 'accessible', 'via')",7
"('watch', 'movies', 'tv')",7
"('wi', 'fi', 'networks')",7
"('active', 'subscription', 'period')",6
"('additional', 'information', 'us')",6
"('airplay', 'compatible', 'start')",6
"('api', 'endorsed', 'certified')",6
"('api', 'terms', 'use')",6
"('app', 'features', 'watch')",6
"('app', 'saves', 'place')",6
"('apple', 'id', 'account')",6
"('apply', 'privacy', 'policy')",6
"('auto', 'renews', 'every')",6
"('automatically', 'renews', 'unless')",6
"('california', 'consumer', 'privacy')",6
"('california', 'notice', 'https')",6
"('choices', 'https', 'privacyparamountcom')",6
"('chromecast', 'airplay', 'compatible')",6
"('comments', 'questions', 'please')",6
"('compatible', 'start', 'episodes')",6
"('consumer', 'privacy', 'act')",6
"('contact', 'us', 'support')",6
"('create', 'nbcuniversal', 'profile')",6
"('documentation', 'api', 'terms')",6
"('dollars', 'auto', 'renews')",6
"('en', 'policy', 'additional')",6
"('episodes', 'app', 'stream')",6
"('favorite', 'shows', 'watch')",6
"('favorite', 'tv', 'shows')",6
"('home', 'town', 'hgtv')",6
"('https', 'privacyparamountcom', 'app')",6
"('https', 'privacyparamountcom', 'en')",6
"('information', 'images', 'tmdborg')",6
"('information', 'us', 'states')",6
"('may', 'apply', 'privacy')",6
"('may', 'turned', 'going')",6
"('nbcuniversal', 'profile', 'create')",6
"('note', 'use', 'app')",6
"('notice', 'https', 'privacyparamountcom')",6
"('notice', 'https', 'wwwnbcuniversalcom')",6
"('policy', 'additional', 'information')",6
"('policy', 'found', 'https')",6
"('policy', 'https', 'wwwnbcuniversalcom')",6
"('privacy', 'act', 'intake')",6
"('privacy', 'california', 'consumer')",6
"('privacy', 'policy', 'found')",6
"('privacy', 'rights', 'https')",6
"('privacyparamountcom', 'app', 'donotsell')",6
"('privacyparamountcom', 'en', 'policy')",6
"('profile', 'create', 'nbcuniversal')",6
"('questions', 'please', 'reach')",6
"('renewal', 'may', 'turned')",6
"('resume', 'watching', 'later')",6
"('shows', 'across', 'devices')",6
"('start', 'episodes', 'app')",6
"('started', 'signing', 'tv')",6
"('tmdb', 'api', 'endorsed')",6
"('tmdborg', 'licensed', 'cc')",6
"('trial', 'period', 'offered')",6
"('tv', 'live', 'stream')",6
"('tv', 'provider', 'chromecast')",6
"('tv', 'shows', 'anime')",6
"('tv', 'shows', 'online')",6
"('us', 'dollars', 'auto')",6
"('use', 'app', 'limited')",6
"('wwwnbcuniversalcom', 'privacy', 'branda')",6
"('wwwnbcuniversalcom', 'privacy', 'california')",6
"('wwwnbcuniversalcom', 'privacy', 'notrtoo')",6
"('access', 'entire', 'catalog')",5
"('access', 'latest', 'episodes')",5
"('added', 'every', 'week')",5
"('app', 'best', 'place')",5
"('app', 'donotsell', 'california')",5
"('app', 'stream', 'tv')",5
"('app', 'using', 'google')",5
"('apple', 'id', 'email')",5
"('assistance', 'please', 'note')",5
"('auto', 'renewing', 'subscriptions')",5
"('availability', 'subject', 'change')",5
"('best', 'place', 'catch')",5
"('cable', 'satellite', 'digital')",5
"('catalog', 'vod', 'live')",5
"('choices', 'https', 'wwwnbcuniversalcom')",5
"('cnbc', 'universal', 'kids')",5
"('cox', 'directv', 'dish')",5
"('current', 'billing', 'period')",5
"('day', 'air', 'tv')",5
"('directv', 'dish', 'optimum')",5
"('discover', 'new', 'shows')",5
"('donotsell', 'california', 'notice')",5
"('entire', 'catalog', 'vod')",5
"('episode', 'one', 'sitting')",5
"('episodes', 'favorite', 'series')",5
"('family', 'networks', 'including')",5
"('favorites', 'quick', 'access')",5
"('find', 'movies', 'tv')",5
"('finish', 'episode', 'one')",5
"('free', 'signing', 'tv')",5
"('get', 'started', 'signing')",5
"('google', 'apple', 'id')",5
"('hallmark', 'movies', 'mysteries')",5
"('id', 'email', 'account')",5
"('images', 'tmdborg', 'licensed')",5
"('including', 'home', 'town')",5
"('korean', 'dramas', 'movies')",5
"('live', 'tv', 'link')",5
"('manage', 'subscription', 'turn')",5
"('mark', 'shows', 'favorites')",5
"('movies', 'information', 'images')",5
"('movies', 'tv', 'show')",5
"('msnbc', 'cnbc', 'universal')",5
"('nbcuniversal', 'family', 'networks')",5
"('nbcuniversal', 'networks', 'within')",5
"('nbcuniversal', 'profile', 'favorite')",5
"('nbcuniversal', 'profile', 'within')",5
"('network', 'genre', 'browsing')",5
"('networks', 'including', 'nbc')",5
"('networks', 'including', 'tlc')",5
"('networks', 'within', 'app')",5
"('oxygen', 'msnbc', 'cnbc')",5
"('period', 'offered', 'forfeited')",5
"('personal', 'information', 'https')",5
"('place', 'resume', 'watching')",5
"('please', 'see', 'http')",5
"('please', 'visit', 'https')",5
"('policy', 'privacy', 'choices')",5
"('policy', 'terms', 'use')",5
"('popular', 'shows', 'movies')",5
"('privacy', 'notrtoo', 'branda')",5
"('privacy', 'rights', 'sell')",5
"('privacyparamountcom', 'policy', 'privacy')",5
"('profile', 'favorite', 'save')",5
"('profile', 'within', 'app')",5
"('provider', 'username', 'password')",5
"('purchase', 'subscription', 'automatically')",5
"('quick', 'access', 'latest')",5
"('restrictions', 'may', 'apply')",5
"('save', 'shows', 'across')",5
"('saves', 'place', 'resume')",5
"('see', 'http', 'wwwnielsencom')",5
"('shows', 'day', 'air')",5
"('shows', 'favorites', 'quick')",5
"('sign', 'nbcuniversal', 'profile')",5
"('signing', 'tv', 'subscription')",5
"('stream', 'full', 'episodes')",5
"('stream', 'movies', 'tv')",5
"('streaming', 'watching', 'movies')",5
"('subscription', 'turn', 'auto')",5
"('subscriptions', 'may', 'managed')",5
"('terms', 'conditions', 'https')",5
"('three', 'credits', 'watch')",5
"('turn', 'auto', 'renew')",5
"('tv', 'link', 'pay')",5
"('tv', 'provider', 'access')",5
"('tv', 'shows', 'easily')",5
"('using', 'google', 'apple')",5
"('vod', 'live', 'content')",5
"('watch', 'anytime', 'anywhere')",5
"('watch', 'latest', 'episodes')",5
"('watch', 'tv', 'shows')",5
"('watching', 'favorite', 'shows')",5
"('within', 'app', 'using')",5
