app_id,unified_app_id,app_name,app_category,worldwide_release,initial_release,app_size,app_lang,multihoming,paid,in_app_purchases,app_description
1546848434,1000800000165601,Groups Control Groups Voice Recording and Karaoke Apps Audio Message to text convert,Productivity,2020-12-30,2021-01-05,27.17,1.0,1,0,1,Este aplicativo converte áudio em texto! Convertemos todos os tipos de áudio em texto: 1 Áudio do WhatsApp para texto 2 Entrevista e transcrição de podcast 3 Transcrição da reunião identifica até 10 palestrantes 4 Monólogo fala em texto ou transcrições de classe 1 Áudio do WhatsApp para texto: Você recebeu mensagens de voz no WhatsApp mas não quer ouvir Com este aplicativo você pode converter áudio em texto. Ele detecta automaticamente o idioma converte o áudio em texto e envia uma mensagem com a transcrição . 2 Transcreva seu podcast ou entrevista em texto Transcreva seu podcast ou entrevista em uma entrevista escrita automaticamente Faça upload do seu arquivo de áudio no aplicativo e receberá a transcrição da entrevista em 3 minutos. A transcrição incluirá o carimbo de data hora e também separará o texto toda vez que o palestrante falar. 3 Transcrição da reunião Selecione quantas pessoas estão na reunião e receba uma transcrição. Ele detecta automaticamente diferentes alto falantes e marca o que cada pessoa disse. Você também recebe um link para a transcrição que pode ser facilmente compartilhado com os participantes da reunião. 4 Aulas e discurso para texto Quer usar o aplicativo para digitação por voz ou voz Converta sua própria mensagem de voz em texto e compartilhe a com seus contatos. É digitação por voz em mais de 20 idiomas. Basta enviar uma nota de voz para o bot e ele a anotará para você. Convertemos áudio em texto nestes idiomas: Inglês alemão português do Brasil espanhol russo holandês árabe moderno padrão do Golfo hindi japonês coreano francês farsi mandarim italiano turco malaio tâmil telugu indonésio galês alemão suíço A tecnologia é fornecida por writingethisfor.me o principal bot de transcrição do WhatsApp. Terms of Use: https: www.writethisfor.me terms of service Privacy Policy: https: www.writethisfor.me privacy policy
1530444514,0,Groups Control Groups Voice Recording and Karaoke Apps Audio Note Taker,Productivity,2020-09-04,2020-09-04,13.13,1.0,0,0,0,Hold on to any thought at anytime anywhere with Omnicode s Audio Note Taker! Use the voice sound recorder or the speech to text recorder to create a note and give it a tag to keep track of and remember it.
1575863453,0,Groups Control Groups Voice Recording and Karaoke Apps Audio Recorder profession,Utilities,2021-10-27,2021-10-27,45.43,32.0,0,0,1,A concise recording software while supporting voice to text real time voice to text can switch multiple languages no time limit no limit! Is your work partner life on the good friend! Functions: Real time synchronous speech to text Recording can be suspended and continued The recording can be saved to the mobile phone Simple recording easy recording and background recording The recorded audio can be converted into text Support voice import Support clipping voice What are you waiting for Come and download the experience! ! ! Future: More small functions will be added in the future such as real time voice to text and recording in different modes Member subscription Join the membership and use all functions and materials for free. In addition advertisements will be automatically removed. Member subscription fees are charged monthly or annually according to different schemes. Subscription fee will be charged by iTunes account when purchase is confirmed. Subscriptions will be automatically renewed unless automatic renewal is turned off at least 24 hours before the end of the current period. The account will be renewed within 24 hours before the end of the current period and the renewal fee will be determined. Users can manage subscriptions and turn off automatic renewal in their iTunes account settings after purchase. Privacy policy: https: sites.google.com view audio recorder privacy Terms of Use: https: sites.google.com view audio recorder terms
728573891,0,Groups Control Groups Voice Recording and Karaoke Apps Audio Recorder Pro and Editor,Business,2013-11-04,2013-11-04,43.21,26.0,0,1,0,Let s talk beyond recording let s talk sound! Audio Recorder App Pro is an all in one recording application that will enable you to record your precious sessions concerts conferences meetings and much more. You can experiment with sound by recording in various formats editing and trimming the recording and play with different playback controls. When it comes to sharing Audio Recorder App Pro is both public and private. You can easily upload your audio recordings on cloud storages like iCloud Evernote SkyDrive etc. Further to this you can record and share private recordings with password and encryption feature. Want to import your recordings to your Mac Do it with our Wi Fi and FTP sharing feature. Record Edit Play Share and Enjoy! Features Audio Recorder Unlimited Recording Tested up to 20 hours . Call Interruption handling Recording will continue after a call or other interruption. Continue recording into existing recordings. Auto Pause and auto resume recording. Set Input gain for increase and decrease microphone gain. Support recoding via bluetooth. Restart Redo recording. Best UI and UX. Recording Formats Quality Different recording formats: AIFF WAV CAF M4A. Different Quality Low Smallest Size Medium Best for voice High CD Quality Max High Definition Quality . Different Bit Depth 16 Bit 24 Bit 32 Bit. Audio Input and Output Device Support Support for different I O devices. Like bluetooth headphones external mic speakers etc. Tested with Tascam iM2. You can switch between the connected devices. Auto Stop Recording Recording will automatically stop in specific time interval. Recording Interval Automatically recording interval based on the selected durations like 15 Min 30 Min 1 Hour etc. Player Fast Forward and Backward. Manage Playing Speed. Trimming Audio. Audio Output Settings. Supports Apple EarPhones and EarPods. Support bluetooth. Continues audio playing Audio play stop timmer Audio Converter Convert to mp3 and m4a. File Manager iCloud Support. File Management Options Copy Move Rename Delete etc. . Make Zip with multiple recordings. Email multiple recordings. Searching and Sorting files and folder. All advance Info Detail viewer of audio file. Theme option with Dark Theme Lite Theme Trash You can move the useless recording to trash and can revoke it from trash if needed. Private Recordings Store your private recordings in private folder. Secured with password. Cloud Storage Upload your recordings to different clouds. Background upload support. Import from clouds. Supported Clouds Dropbox Auto upload new recordings support . SkyDrive Auto upload new recordings support . SugarSync Box.Net Evernote WebDav Server FTP Server WiFi Sharing You can access your Audio Recorder App Pro files on your Computer Mac web browser. FTP File Sharing Over WiFi Connection Access Audio Recorder App Pro from your Computer Mac with FTP Share. You can create Network Drive on your computer and can access Audio Recorder App Pro files without cable connection. Settings Audio Quality Settings. Audio Format Settings. App Passcode. WiFi Sharing. FTP Sharing. iPhone spotlight search. 3D touch support Start Recording Search files . We hope that you enjoy all the features or Audio Recorder App Pro! Please rate Audio Recorder App on the App Store.
1413092191,0,Groups Control Groups Voice Recording and Karaoke Apps Audio to Text Converter,Productivity,2018-08-24,2018-08-23,17.77,1.0,0,0,1,Convert your audio into text words !!! Quick Accurate and Smooth. Audio To Text app provide user to get their Audio to text form. Now with Audio to Text you can convert voice note to text accurately! It converts audio from all applications. Easily translate audio to text within some time with all new Audio to Text app. You can also use as speech to text app just record voice and translate to text. Voice to Text Converter For All Audio is the easiest way to read your voice messages or clips when you can not listen them! Download Audio To Text voice message transcriber app now and instead of listening your voice messages read them after conversion. The text appears as soon as you finish the speech and so you will be able to send those long messages quickly without writing a single letter. Supports all types of audio formates Converts Audio clips from various applications Easy to share converted text among social media Supports Multiple languages No Limits to convert or translate audio to text Supports Multiple languages Converted text automatically saved to our app One click to convert and translate your audio to text and share For more information : Privacy Policy : http: nhapplab.in privacy_policy.html Terms of Use : http: nhapplab.in terms_of_use.html
1503180824,0,Groups Control Groups Voice Recording and Karaoke Apps Audio Transcribe,Productivity,2020-03-21,2020-03-21,15.81,1.0,0,0,0,Turn your voice messages into text! With Audio Transcribe you can translate any type of audio from your device into text. Use it to translate audio files into text from your favorite messaging apps or from wherever you want. Audio Transcribe supports more than 30 languages.
1481328134,0,Groups Control Groups Voice Recording and Karaoke Apps Audio Voice Recorder Editor,Utilities,2020-08-16,2020-08-16,81.81,1.0,0,0,1,Noiseless Audio Recorder is an easy to use voice recorder. It allows you to record noiseless voice memos Audio sessions and on site sounds at unlimited length with configurable quality. Recorded voices can be saved as AAC M4A WAV MP3 FLAC AC3 and OGG format. Noiseless Audio Recorder can record in WAV PCM formats. It also has an amazing Noise cleaner feature. While you record it also denoise your Recodings. This makes your audio free from background noise and much more audible. This is very handy for Audio Book recording. Note that this feature doesn t work with music. Audio Recorder offers a variety of products for all users. Audio Recorder FREE: Record unlimited audio Import unlimited audio files Denoise unlimited Audio files Edit up to 3 audio free Audio Recorder PREMIUM: Record unlimited audio Denoise unlimited audio files Save unlimited denoised audio files Cut and Trim unlimited audio files No Ads Audio Recorder premium has three package Weekly Monthly Yearly Offers a 3 days trial The weekly package will cost 9.99 per week the monthly package will cost 19.99 per month and the yearly package will cost 79.99 per year 6.67 per month . Payment will be charged to the iTunes Account at the end of your trial period if applicable otherwise at the time of your purchase. Subscriptions automatically renew unless auto renew is turned off at least 24 hours before the end of the current period. Accounts will be charged for renewal within 24 hours prior to the end of the current period. Subscriptions may be managed by the user and auto renewal may be turned off by going to the user s Account Settings after purchase. Any unused portion of a free trial period if offered will be forfeited when the user purchases a subscription to that publication. Audio Recorder s Terms of Use at shorturl.at ivIP6 Audio Recorder s Privacy Policy at shorturl.at dmstA
1622956853,0,Groups Control Groups Voice Recording and Karaoke Apps AudioScribe,Productivity,2022-09-18,2022-09-18,2.98,1.0,0,0,1,Transform your audio and video into text with AudioTranscriptor. Our advanced technology supports over 30 languages allowing for easy transcription and sharing of your audio and video files as text messages and more. Upload your recorded audio files and store your transcripts locally for quick access. Experience the future of audio transcription today! Features: Over 60 different languages Video transcription Easily share as plain text messages and more Transcribe recorded audio files any audio file supported by your system Store files locally Payment will be charged to iTunes Account at confirmation of purchase. Subscription automatically renews unless auto renew is turned off at least 24 hours before the end of the current period. Account will be charged for renewal within 24 hours before the end of the current period and identify the cost of the renewal. See our Terms and Privacy Policy https: amarerichard.vercel.app audioscribe privacy .
1344740222,1000800000027365,Groups Control Groups Voice Recording and Karaoke Apps AVR X Voice Recorder,Utilities,2018-11-10,2018-11-09,36.89,22.0,1,0,0,AVR X is the best voice recording application with a cool interface and perfect functionality for business people reporters tutors audio experts sound engineers school personnel university students and those who need to manage voice memos. Support for Apple Watch Available on both iPhone and iPad. Main functions Direct recording MP3 WAV M4A audio format High quality audio recording Unlimited recording time Background recording Wave display for recording status Various audio quality options 11 025KHz 22 050KHz 44 100KHz 48 000KHz Mono stereo recording Records playable in various media Restart voice recordings after phone call pause Up to 3 minutes recording pause Add description to voice records Fast and easy to use Display recording file size Safe stop for low battery and storage space Bluetooth support Supported audio formats MP3 WAV M4A Added music library import function Sorting file function Powerful file Sharing Management Transfer files using iTunes Email AirDrop Wi Fi file management upload download edit... File sharing send files in another app Open in Folder management You can create folders to save and control files Creating editing deleting changing moving Repeated slow or fast play You play repeatedly slow or fast. Replay Rewind Forward 0.1x Play Fine tune the playback speed Trim cut audio records You can trim cut the voice records as you want. You can use the left right pointers to trim cut the voice records and save it mp3 wav m4a Audio visualisation Voice records are visualised so that you can easily identify voice sections Sound visualisation Sound tag You can play immediately by adding several tags to one audio file at selected time Play at the location of tag Sound file combination You can create one new file out of several audio file. Create a file by setting play sequence of several files
892393815,1000600000453262,Groups Control Groups Voice Recording and Karaoke Apps Awesome Voice Recorder PRO AVR,Business,2014-07-04,2014-07-06,47.14,22.0,1,1,0,Rank 1 Business app in 35 Countries Rank 5 Business app in 85 Countries AVR is the best voice recording application with a cool interface and perfect functionality for business people reporters tutors audio experts sound engineers school personnel university students and those who need to manage voice memos. Support for Apple Watch Available on both iPhone and iPad. Main functions Direct recording MP3 WAV M4A audio format High quality audio recording Unlimited recording time Background recording Wave display for recording status Various audio quality options 11 025KHz 22 050KHz 44 100KHz 48 000KHz Mono stereo recording Records playable in various media Restart voice recordings after phone call pause Up to 3 minutes recording pause Add description to voice records Fast and easy to use Display recording file size Safe stop for low battery and storage space Bluetooth support Supported audio formats MP3 WAV M4A M4R 5 microphone designs. Professional Classic Studio Studio Pro App colour Themes Dark Light Added music library import function Create a ringtone File creation function with noise reduction Sorting file function Earphone remote control playback Waveform pinch to zoom Swipe to scroll Tap to set cursor Powerful file Sharing Management Transfer files using iTunes iCloud Drive Dropbox Box GoogleDrive OneDrive SoundCloud Email AirDrop Wi Fi file management upload download edit... File sharing send files in another app Open in Folder management You can create folders to save and control files Creating editing deleting changing moving Repeated slow or fast play You play repeatedly slow or fast. Replay Rewind Forward 0.1x Play Fine tune the playback speed Trim cut audio records You can trim cut the voice records as you want. You can use the left right pointers to trim cut the voice records and save it mp3 wav m4a m4r Audio visualisation Voice records are visualised so that you can easily identify voice sections Sound visualization Sound tag You can play immediately by adding several tags to one audio file at selected time Play at the location of tag Sound file combination You can create one new file out of several audio file. Create a file by setting play sequence of several files Noise Reduction Noise Reduction can reduce constant background sounds
