ngram,frequency
"('automatically', 'renews', 'unless', 'canceled')",11
"('policy', 'terms', 'service', 'https')",11
"('renews', 'unless', 'canceled', 'least')",11
"('manage', 'subscription', 'turn', 'auto')",10
"('service', 'privacy', 'policy', 'https')",10
"('terms', 'privacy', 'policy', 'https')",10
"('within', 'hours', 'end', 'current')",10
"('going', 'account', 'settings', 'purchase')",9
"('touch', 'id', 'face', 'id')",9
"('account', 'renewal', 'fee', 'deducted')",8
"('automatic', 'renewal', 'account', 'settings')",8
"('automatically', 'renewed', 'itunes', 'account')",8
"('cancel', 'automatic', 'renewal', 'account')",8
"('current', 'subscription', 'period', 'manage')",8
"('day', 'week', 'month', 'year')",8
"('end', 'current', 'period', 'manage')",8
"('eula', 'https', 'wwwapplecom', 'legal')",8
"('free', 'trial', 'period', 'forfeited')",8
"('itunes', 'account', 'renewal', 'fee')",8
"('manage', 'cancel', 'automatic', 'renewal')",8
"('manage', 'subscription', 'auto', 'renewal')",8
"('period', 'manage', 'cancel', 'automatic')",8
"('renewed', 'itunes', 'account', 'renewal')",8
"('subscription', 'automatically', 'renewed', 'itunes')",8
"('subscription', 'period', 'manage', 'cancel')",8
"('account', 'settings', 'least', 'hours')",7
"('automatically', 'renew', 'unless', 'auto')",7
"('cancellation', 'current', 'subscription', 'allowed')",7
"('currencies', 'countries', 'may', 'vary')",7
"('current', 'period', 'cost', 'renewal')",7
"('current', 'subscription', 'allowed', 'active')",7
"('days', 'automatically', 'expire', 'start')",7
"('dollars', 'usd', 'pricing', 'currencies')",7
"('end', 'current', 'period', 'cost')",7
"('portion', 'free', 'trial', 'forfeited')",7
"('pricing', 'currencies', 'countries', 'may')",7
"('privacy', 'terms', 'use', 'https')",7
"('purchase', 'subscriptions', 'automatically', 'renew')",7
"('read', 'terms', 'service', 'privacy')",7
"('remaining', 'days', 'automatically', 'expire')",7
"('subscription', 'charged', 'itunes', 'account')",7
"('usd', 'pricing', 'currencies', 'countries')",7
"('use', 'privacy', 'policy', 'https')",7
"('agree', 'following', 'terms', 'terms')",6
"('apple', 'id', 'account', 'confirmation')",6
"('bullet', 'journal', 'digital', 'planner')",6
"('charged', 'apple', 'id', 'account')",6
"('current', 'subscription', 'period', 'trial')",6
"('customers', 'pricing', 'countries', 'may')",6
"('end', 'current', 'period', 'subscriptions')",6
"('free', 'trial', 'forfeited', 'purchase')",6
"('hours', 'current', 'period', 'ends')",6
"('id', 'account', 'confirmation', 'purchase')",6
"('itunes', 'account', 'settings', 'purchase')",6
"('itunes', 'account', 'subscription', 'automatically')",6
"('least', 'hours', 'current', 'period')",6
"('least', 'hours', 'end', 'subscription')",6
"('may', 'manage', 'subscription', 'auto')",6
"('need', 'agree', 'following', 'terms')",6
"('package', 'within', 'hours', 'end')",6
"('payment', 'charged', 'apple', 'id')",6
"('pricing', 'countries', 'may', 'vary')",6
"('read', 'privacy', 'policy', 'https')",6
"('read', 'terms', 'conditions', 'https')",6
"('read', 'terms', 'conditions', 'terms')",6
"('renew', 'unless', 'auto', 'renew')",6
"('self', 'care', 'mental', 'health')",6
"('service', 'privacy', 'policy', 'terms')",6
"('subscription', 'auto', 'renewal', 'may')",6
"('subscription', 'need', 'agree', 'following')",6
"('subscriptions', 'automatically', 'renew', 'unless')",6
"('terms', 'terms', 'service', 'https')",6
"('turn', 'auto', 'renewal', 'going')",6
"('us', 'dollars', 'usd', 'pricing')",6
"('account', 'charged', 'purchase', 'confirmed')",5
"('account', 'charged', 'renewal', 'total')",5
"('account', 'confirmation', 'purchase', 'subscriptions')",5
"('account', 'settings', 'app', 'store')",5
"('account', 'settings', 'manage', 'subscription')",5
"('account', 'settings', 'purchase', 'cancellation')",5
"('account', 'subscription', 'automatically', 'renews')",5
"('allowed', 'active', 'subscription', 'period')",5
"('amount', 'subscription', 'charged', 'itunes')",5
"('automatically', 'renew', 'unless', 'turned')",5
"('cancel', 'least', 'hours', 'end')",5
"('charged', 'itunes', 'account', 'subscription')",5
"('charged', 'renewal', 'total', 'subscription')",5
"('confirmed', 'read', 'terms', 'conditions')",5
"('dev', 'stdeula', 'privacy', 'policy')",5
"('end', 'user', 'license', 'agreement')",5
"('five', 'minute', 'journal', 'app')",5
"('following', 'terms', 'terms', 'service')",5
"('free', 'trial', 'total', 'amount')",5
"('going', 'account', 'settings', 'app')",5
"('gratitude', 'journal', 'mood', 'tracker')",5
"('itunes', 'account', 'settings', 'least')",5
"('itunes', 'dev', 'stdeula', 'privacy')",5
"('journal', 'digital', 'planner', 'app')",5
"('mental', 'health', 'care', 'provider')",5
"('mood', 'board', 'mood', 'diary')",5
"('mood', 'journal', 'habit', 'tracker')",5
"('offers', 'auto', 'renewing', 'subscriptions')",5
"('period', 'offered', 'forfeited', 'purchase')",5
"('price', 'within', 'hours', 'prior')",5
"('prices', 'united', 'states', 'customers')",5
"('prices', 'us', 'dollars', 'usd')",5
"('prior', 'end', 'current', 'subscription')",5
"('purchase', 'cancellation', 'current', 'subscription')",5
"('purchase', 'confirmed', 'read', 'terms')",5
"('purchase', 'privacy', 'policy', 'https')",5
"('purchase', 'subscription', 'automatically', 'renew')",5
"('renewal', 'total', 'subscription', 'price')",5
"('settings', 'least', 'hours', 'current')",5
"('settings', 'manage', 'subscription', 'turn')",5
"('settings', 'purchase', 'privacy', 'policy')",5
"('states', 'customers', 'pricing', 'countries')",5
"('subscription', 'allowed', 'active', 'subscription')",5
"('subscription', 'free', 'trial', 'period')",5
"('subscription', 'price', 'within', 'hours')",5
"('subscription', 'publication', 'applicable', 'privacy')",5
"('subscription', 'turn', 'auto', 'renew')",5
"('subscription', 'turn', 'auto', 'renewal')",5
"('subscriptions', 'turn', 'auto', 'renewal')",5
"('total', 'amount', 'subscription', 'charged')",5
"('total', 'subscription', 'price', 'within')",5
"('trial', 'total', 'amount', 'subscription')",5
"('turned', 'going', 'account', 'settings')",5
"('united', 'states', 'customers', 'pricing')",5
"('unless', 'cancel', 'least', 'hours')",5
"('via', 'itunes', 'account', 'settings')",5
"('year', 'depending', 'subscription', 'level')",5
