sep=,
From: 2010-02-22,Store: itunes,Cid: 188320,To: 2012-02-22,Ext_id: 414706506
Submission date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Reply Delta,Developer Reply,User,Tags,Categories,Updated,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
2012-02-20T22:00:16,414706506,Google Translate,us,en,1.3.0,Captain Pleasure,2,One big problem,"Seemed to work well, but my phone kept freezing up until I uninstalled it.",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=531211124,https://appfollow.io/app/3102/review/22358438?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358438
2012-02-20T21:20:25,414706506,Google Translate,gb,en,1.3.0,Nikoooooooooooooopp,4,Fantastic App!,"This app is great, the translations are fairly accurate, and the layout is simple but fantastic to use, and I love the enlarge feature which turns the translation into a flashcard. Only 4 stars because the dictate feature isn't very accurate, and often simple words are mis-understood .... But overall great app!!!",,,,,,,,,2022-05-09T22:10:37,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=531193699,https://appfollow.io/app/3102/review/82716490?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82716490
2012-02-20T17:13:34,414706506,Google Translate,us,en,1.3.0,ColinHaw,5,Noneyobiz,Delightfully delightful,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=531088978,https://appfollow.io/app/3102/review/22358437?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358437
2012-02-20T17:10:24,414706506,Google Translate,us,en,1.3.0,Melissa RN,5,In Love,Absolutely love this App!!!!!!! I have many Spanish patients at my job and it's a great tool to communicate with them when they don't speak any English. I love that they can speak into the phone so I can know what they want. It's also teaching me a little bit to speak Spanish with my fiancé!,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=531087631,https://appfollow.io/app/3102/review/22358436?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358436
2012-02-20T13:20:23,414706506,Google Translate,us,en,1.3.0,Mggrox,5,Awesome,"It really helped me out! It works perfectly, a must-have for everyone",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530991920,https://appfollow.io/app/3102/review/22358435?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358435
2012-02-20T13:17:32,414706506,Google Translate,us,en,1.3.0,juanita gary,5,Great,"I love this app. I use this app to help translate words i don't know how to describe to my parents when the occasion arises and this app helps me translate perfectly. There are none of those ""that's completely off from what i meant"" moments and my parents are able to read and understand what is needed to be translated. It has made communicating and translating that much better!",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530990859,https://appfollow.io/app/3102/review/22358434?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358434
2012-02-20T07:27:14,414706506,Google Translate,nl,en,1.3.0,Joel Laumans,2,Typo,"Great app, but difficult to find because of the typo in the title.

""Google Transalte"" should be ""Google Translate""",,,,,,,,,2022-05-10T00:59:39,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530889507,https://appfollow.io/app/3102/review/82808473?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82808473
2012-02-20T07:02:33,414706506,Google Translate,ca,en,1.3.0,Addpos,5,Best Translator!,Very easy to use compares to others. The translation result saves time as it gives you the most accurate one!,,,,,,,,,2022-05-09T22:10:43,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530882748,https://appfollow.io/app/3102/review/82726730?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82726730
2012-02-20T01:49:57,414706506,Google Translate,us,en,1.3.0,Bronstersaurus,4,Pleasantly surprised,This app is really quite good!,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530775826,https://appfollow.io/app/3102/review/22358433?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358433
2012-02-19T17:48:52,414706506,Google Translate,us,en,1.3.0,Luckydustin,5,Just works,I just used this app to translate English to Spanish for my client who did not speak English. I used both the voice to text and typed entry methods and both worked perfectly. My client was able to understand exactly what I was trying to say and allowed me to do my job.,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530572419,https://appfollow.io/app/3102/review/22358432?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358432
2012-02-19T17:39:26,414706506,Google Translate,us,en,1.3.0,SayonaraArisu,4,Good app,"I like the app. They tell you how to write and prononciate the words. However, some of the words meaning are incorrect. Also, when you use the speaker and say something, it won't put down exactly what you said. For example, if you said ""I love you"" it would say something like ""I love juice"".  They should change the some of the meanings and fix the speaker.",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530568058,https://appfollow.io/app/3102/review/22358431?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358431
2012-02-19T17:32:02,414706506,Google Translate,us,en,1.3.0,mahesh kumar,5,Nice App,Gives the most appropriate meaning.audio facility available to some languages.it would be better when it includes all other languages.thank you google..,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530564648,https://appfollow.io/app/3102/review/22358430?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358430
2012-02-19T08:16:00,414706506,Google Translate,gb,en,1.3.0,Shades 65,1,No Sound,Could you please fix the sound?,,,,,,,,,2022-05-09T22:10:37,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530341369,https://appfollow.io/app/3102/review/82716489?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82716489
2012-02-19T06:11:52,414706506,Google Translate,ca,en,1.3.0,Carter Tinsley,5,Works perfect!,"Unlike most translators, if you type in a sentence it won't translate word for word, it actually translates into the other language perfectly no matter what. So helpful, and free, so I would recommend it to anyone!",,,,,,,,,2022-05-09T22:10:39,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530303197,https://appfollow.io/app/3102/review/82720335?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82720335
2012-02-19T01:32:55,414706506,Google Translate,ca,en,1.3.0,Canadajinsan,5,AMAZING!,Could not aske for a better free translator. I'm in Japan and I use it all the time and it REALLY helps. This is a must get!,,,,,,,,,2022-05-09T22:10:39,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530198745,https://appfollow.io/app/3102/review/82720334?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82720334
2012-02-18T22:16:14,414706506,Google Translate,my,en,1.3.0,lissa_tai,5,Google translator,One of the super good apps thus far. Great job.. A must apps in phone.,,,,,,,,,2022-05-10T00:59:38,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530304567,https://appfollow.io/app/3102/review/82807447?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82807447
2012-02-18T21:05:32,414706506,Google Translate,us,en,1.3.0,Palindari,3,Great - but lacking,"As a writer, I need to be to use languages for translation in my stories. Most of the languages are in English. But some are not. 
Take Hebrew for instance. 
You type in a word and what do you get? The translation comes in Hebrew script. I can't read Hebrew. So it's worthless to me. Then you have the Asian languages that give you a phonetic spelling - but it's not how the word looks in English. Like the word phonetic - it would look fuhnetik, if actually spelled phonetically. Which would be wrong and of no use to me as a writer for those languages. 
They need to tweak it more in that regard for all the languages across the board - not just for us English gents. 
Then I would give this app a full 5🌟",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530091012,https://appfollow.io/app/3102/review/22358429?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358429
2012-02-18T18:26:13,414706506,Google Translate,us,en,1.3.0,KaiserWorks,3,Decient,Ok when translating single words in most of the languages I knew. Be careful when doing full sentences. The Filipino (Tagalog) translation was a little sketchy.,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=530022876,https://appfollow.io/app/3102/review/22358428?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358428
2012-02-18T16:49:33,414706506,Google Translate,us,en,1.3.0,Aggiepatten,5,Amazing!,This app is so incredible! It does everything that it says and is so accurate!! What an amazing tool.,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529976979,https://appfollow.io/app/3102/review/22358427?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358427
2012-02-18T15:43:15,414706506,Google Translate,ca,en,1.3.0,Rachael rox,5,Sweet,My brother teacher is trying to get me to learn her language and this so helps. At first I didn't know how to make it speak but then I saw the speaker and I'm getting better at Hungarian thanks to this app,,,,,,,,,2022-05-09T22:10:39,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529943359,https://appfollow.io/app/3102/review/82720333?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82720333
2012-02-18T15:11:55,414706506,Google Translate,gb,en,1.3.0,Mridpxjsifosodjs,4,Great!,Great app to use as a handy dictionary and saves searches which is useful. Would be even better if you could delete single searches instead of the whole thing so that you can save only the words that you will need most.,,,,,,,,,2022-05-09T22:10:37,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529927032,https://appfollow.io/app/3102/review/82716488?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82716488
2012-02-18T08:47:45,414706506,Google Translate,be,en,1.3.0,S0ok,5,Wow,"Incredible, loving it",,,,,,,,,2022-05-10T00:56:47,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529976070,https://appfollow.io/app/3102/review/82782528?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82782528
2012-02-18T02:37:56,414706506,Google Translate,dk,en,1.3.0,Keno03,5,Thank you,Wow amazing thank you for this amazing free app!!!! 5* fra mig,,,,,,,,,2022-05-10T00:56:49,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529812124,https://appfollow.io/app/3102/review/82785776?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82785776
2012-02-18T01:55:26,414706506,Google Translate,us,en,1.3.0,goodtimes26,4,Speech speed!,Give us the option to slow down or speed up speech like on itranslate and it will be perfect. The lady talks waaay to fast sometimes.,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529634145,https://appfollow.io/app/3102/review/22358426?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358426
2012-02-17T21:31:23,414706506,Google Translate,us,en,1.3.0,tropicblue17,5,The best translation app available,"This app is the best one on the market I am able to talk to my friends in japan and a few Thai friend that I have with no trouble also I work in the turf industry and many of my co workers are Hispanic. This app enabled me to talk to them, learn key phrases and tell them what we needed to do in their own language so there where no misunderstandings I love this app and use it daily. It's fast and easy allows you to save or star things you use most often so you don't have to type them in all the time and the pronunciation available for some languages ensures that's you are getting it right I love that the Japanese writes in hiragana as well as romanji so you can read it for yourself. Also the copy and paste feature is nice. Try it you won't be disappointed",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529530677,https://appfollow.io/app/3102/review/22358425?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358425
2012-02-17T03:28:39,414706506,Google Translate,il,en,1.3.0,Lia_Star,5,App,Very useful &Very good App!,,,,,,,,,2022-05-10T00:56:49,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529310650,https://appfollow.io/app/3102/review/82784913?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82784913
2012-02-16T21:35:29,414706506,Google Translate,ve,en,1.3.0,Alexander D Graterol G,5,Muy bueno y útil,Very good,,,,,,,,,2022-05-10T00:56:50,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=529052647,https://appfollow.io/app/3102/review/82787269?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82787269
2012-02-16T12:26:52,414706506,Google Translate,gb,en,1.3.0,Ikk2000,4,Great!,"It's brilliant. Here's a couple of requests I would like that will improve a lot of people's reviews. 1. More speaking languages, More people to say the translated version 2. Picture translate, Use the camera I take a picture of something then it'll translate. 
Think about it, Please add these features!",,,,,,,,,2022-05-09T22:10:37,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528868799,https://appfollow.io/app/3102/review/82716487?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82716487
2012-02-16T06:10:54,414706506,Google Translate,hk,en,1.3.0,MoMoVincent,3,audio output?,The audio output function will not redirect to headphone when the headphone is plugged in the iPad.,,,,,,,,,2022-05-10T00:59:41,,,,,1,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528775275,https://appfollow.io/app/3102/review/82812304?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82812304
2012-02-16T00:12:42,414706506,Google Translate,us,en,1.3.0,Thatt one guyy,4,That dude,It's good but I use this mainly for Spanish. And I think that it translates it into Spanish.... But the Spanish they speak in Spain... Not Mexico,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528653798,https://appfollow.io/app/3102/review/22358421?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358421
2012-02-15T23:44:06,414706506,Google Translate,us,en,1.3.0,Derekm 1,1,Won't talk,"When I type a sentence, then click the speaker, it doesn't talk!!!!! :( I have an iPod with IOS 3.1!!! Fix this!!!! So far I HATE this APP!!!!! :(",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528643194,https://appfollow.io/app/3102/review/22358420?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358420
2012-02-15T23:12:24,414706506,Google Translate,us,en,1.3.0,Lil'MM,3,Grammar!!!!!!,"I am taking German and the grammar on this is horrible.  If you know the grammar of the language, you can use this to your advantage for words you don't know, but not for good sentences",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528631234,https://appfollow.io/app/3102/review/22358419?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358419
2012-02-15T17:05:06,414706506,Google Translate,us,en,1.3.0,BobDetroit,5,wonderfully useful,"It looks feels and works like a pre-installed iPhone app.  Stable, fast and an outstanding implementation of voice recognition on a mobile device.  If you're smart about what you ask this to do it is a wondefully useful tool.",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528500377,https://appfollow.io/app/3102/review/22358418?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358418
2012-02-15T00:36:07,414706506,Google Translate,us,en,1.3.0,Peekaboo1two,3,To fast,It's a good app but the lady talks to fast when you find a word/saying and click the speaker. It's not super helpful because she goes so fast you can't tell how to pronounce the word,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528183893,https://appfollow.io/app/3102/review/22358417?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358417
2012-02-15T00:00:22,414706506,Google Translate,gb,en,1.3.0,Catht,5,I want to be able to copy the text.,"This app is really good, but it's missing something. When I write my text in English, to be translated in Vietnamese for example. I want to copy the Vietnamese text and use it to write to people... Please please please add this!!!!!!!!!! It be so helpful.",,,,,,,,,2022-05-09T22:10:37,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528170840,https://appfollow.io/app/3102/review/82716486?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82716486
2012-02-14T21:19:37,414706506,Google Translate,us,en,1.3.0,VictorMex1994XD,5,DHA,Like,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=528108963,https://appfollow.io/app/3102/review/22358416?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358416
2012-02-14T02:36:54,414706506,Google Translate,us,en,1.3.0,Baseball672397,5,700th,I'm the 700th review lol yeah baby,,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=527710706,https://appfollow.io/app/3102/review/22358089?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358089
2012-02-14T00:02:51,414706506,Google Translate,gb,en,1.3.0,Lusay,5,Wow.,I have a spanish test coming up and its a speaking one! Its great! Type in a paragraph and it teaches you exactly how to say it! You can also star it so when your practising can hear it again and again! Without having to take a long time finding it! Would of given it 10 stars!! Brill !,,,,,,,,,2022-05-09T22:10:37,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=527654731,https://appfollow.io/app/3102/review/82716485?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82716485
2012-02-13T14:48:51,414706506,Google Translate,jp,en,1.3.0,Ejick,4,Best translation app I've ever used,Very nice! Two of 3 phrases are correct translations.,,,,,,,,,2022-05-09T22:10:49,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=527454303,https://appfollow.io/app/3102/review/82738520?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=82738520
2012-02-13T05:08:11,414706506,Google Translate,us,en,1.3.0,Ty Swyter,2,Helpful... Sort of,"I used Google Translate while i was learning the spanish language, and i found it helpful. But it should only ever be used for short-translation; not entire complex sentences. Now, looking back and using it again, i realize that there are many things that it doesn't follow, and many language concepts that it ignores. I would advise everyone to read a little about how it actually works, and to never use it over personal judgement.",,,,,,,,,2022-03-01T23:10:12,,,,,0,0,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/414706506/ios/ratingsResponses?reviewId=527286786,https://appfollow.io/app/3102/review/22358088?s=global5,https://watch.appfollow.io/apps/worldwide/reviews/565767?review_id=22358088
